row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
A - TÀI SẢN NGẮN HẠN,A - TÀI SẢN NGẮN HẠN,A - TÀI SẢN NGẮN HẠN,100,,2.213.087.384.914,2.349.717.807.748,100.0,,2213087384914.0,2349717807748.0
I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,110,5,702.509.175.685,1.171.668.961.521,110.0,5.0,702509175685.0,1171668961521.0
I. Tiền,I. Tiền,I. Tiền,111,,20.501.175.685,76.982.486.089,111.0,,20501175685.0,76982486089.0
2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,112,,682.008.000.000,1.094.686.475.432,112.0,,682008000000.0,1094686475432.0
II. Đầu tư tài chính ngắn hạn,II. Đầu tư tài chính ngắn hạn,II. Đầu tư tài chính ngắn hạn,120,6,951.688.000.000,-,120.0,6.0,951688000000.0,
1. Đầu tư nắm giữ đến ngày đáo hạn,1. Đầu tư nắm giữ đến ngày đáo hạn,1. Đầu tư nắm giữ đến ngày đáo hạn,123,,951.688.000.000,-,123.0,,951688000000.0,
III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,130,,173.573.975.161,342.126.386.294,130.0,,173573975161.0,342126386294.0
1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,131,,15.251.076.332,24.904.420.092,131.0,,15251076332.0,24904420092.0
2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,132,8,141.206.460.000,307.161.484.589,132.0,8.0,141206460000.0,307161484589.0
3. Phải thu ngắn hạn khác,3. Phải thu ngắn hạn khác,3. Phải thu ngắn hạn khác,136,7,17.116.438.829,10.060.481.613,136.0,7.0,17116438829.0,10060481613.0
IV. Hàng tồn kho,IV. Hàng tồn kho,IV. Hàng tồn kho,140,9,369.916.389.790,817.444.017.882,140.0,9.0,369916389790.0,817444017882.0
1. Hàng tồn kho,1. Hàng tồn kho,1. Hàng tồn kho,141,,369.916.389.790,818.760.481.699,141.0,,369916389790.0,818760481699.0
2. Dự phòng giảm giá hàng tồn kho,2. Dự phòng giảm giá hàng tồn kho,2. Dự phòng giảm giá hàng tồn kho,149,,-,(1.316.463.817),149.0,,,-1316463817.0
V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,150,,15.399.844.278,18.478.442.051,150.0,,15399844278.0,18478442051.0
1. Chỉ phí trả trước ngắn hạn,1. Chỉ phí trả trước ngắn hạn,1. Chỉ phí trả trước ngắn hạn,151,,-,240.000.000,151.0,,,240000000.0
