row_label_raw,row_label_full,Cổ phiếu phổ thông đã phát hành đầu năm,Năm naySố lượng cổ phiếu > 233.090.428,Năm trước(Đã trình bày lại)Số lượng cổ phiếu > 57.364.241,numeric__Năm naySố lượng cổ phiếu > 233.090.428,numeric__Năm trước(Đã trình bày lại)Số lượng cổ phiếu > 57.364.241
Ảnh hưởng của việc trả cổ tức bằng CP,Ảnh hưởng của việc trả cổ tức bằng CP,Ảnh hưởng của việc trả cổ tức bằng CP,11.653.635,16.835.630,11653635.0,16835630.0
Ảnh hưởng của việc phát hành cổ phiếu tăng trong năm,Ảnh hưởng của việc phát hành cổ phiếu tăng trong năm,Ảnh hưởng của việc phát hành cổ phiếu tăng trong năm,22.666.667,66.204.260,22666667.0,66204260.0
Số cổ phiếu phổ thông bình quân gia quyền đang lưu hành,Số cổ phiếu phổ thông bình quân gia quyền đang lưu hành,Số cổ phiếu phổ thông bình quân gia quyền đang lưu hành,267.410.730,140.404.131,267410730.0,140404131.0
