row_label_raw,row_label_full,CHỈ TIÊU,Mã số,Năm nay,Năm trước,numeric__Mã số,numeric__Năm nay,numeric__Năm trước
I. LƯU CHUYÊN TIÊN TỪ,I. LƯU CHUYÊN TIÊN TỪ,I. LƯU CHUYÊN TIÊN TỪ,I. LƯU CHUYÊN TIÊN TỪ,I. LƯU CHUYÊN TIÊN TỪ,I. LƯU CHUYÊN TIÊN TỪ,,,
HOẠT ĐỘNG KINH DOANH,HOẠT ĐỘNG KINH DOANH,HOẠT ĐỘNG KINH DOANH,HOẠT ĐỘNG KINH DOANH,HOẠT ĐỘNG KINH DOANH,HOẠT ĐỘNG KINH DOANH,,,
1. Lợi nhuận trước thuế,HOẠT ĐỘNG KINH DOANH > 1. Lợi nhuận trước thuế,1. Lợi nhuận trước thuế,01,155.326.425.506,508.895.586.029,1.0,155326425506.0,508895586029.0
2. Điều chỉnh cho các khoản,2. Điều chỉnh cho các khoản,2. Điều chỉnh cho các khoản,2. Điều chỉnh cho các khoản,2. Điều chỉnh cho các khoản,2. Điều chỉnh cho các khoản,,,
Khấu hao tài sản cố định và BĐSĐT,2. Điều chỉnh cho các khoản > Khấu hao tài sản cố định và BĐSĐT,Khấu hao tài sản cố định và BĐSĐT,02,1.928.429.914,(118.061.944.438),2.0,1928429914.0,-118061944438.0
Các khoản dự phòng,2. Điều chỉnh cho các khoản > Các khoản dự phòng,Các khoản dự phòng,03,(2.200.854.214),2.790.919.824,3.0,-2200854214.0,2790919824.0
(Lãi)/lỗ chênh lệch tỷ giá hối doái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,2. Điều chỉnh cho các khoản > (Lãi)/lỗ chênh lệch tỷ giá hối doái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,(Lãi)/lỗ chênh lệch tỷ giá hối doái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,04,23.726.591,4.873.223,4.0,23726591.0,4873223.0
(Lãi)/lỗ từ hoạt động đầu tư,2. Điều chỉnh cho các khoản > (Lãi)/lỗ từ hoạt động đầu tư,(Lãi)/lỗ từ hoạt động đầu tư,05,(61.239.013.474),(29.555.896.865),5.0,-61239013474.0,-29555896865.0
Chỉ phí lãi vay,2. Điều chỉnh cho các khoản > Chỉ phí lãi vay,Chỉ phí lãi vay,06,487.500.000,8.832.492.790,6.0,487500000.0,8832492790.0
3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,2. Điều chỉnh cho các khoản > 3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,08,94.326.214.323,372.906.030.563,8.0,94326214323.0,372906030563.0
(Tăng)/giảm các khoản phải thu,2. Điều chỉnh cho các khoản > (Tăng)/giảm các khoản phải thu,(Tăng)/giảm các khoản phải thu,09,48.668.252.397,(229.042.523.063),9.0,48668252397.0,-229042523063.0
(Tăng)/giảm hàng tồn kho,2. Điều chỉnh cho các khoản > (Tăng)/giảm hàng tồn kho,(Tăng)/giảm hàng tồn kho,10,448.844.091.909,(87.850.477.286),10.0,448844091909.0,-87850477286.0
"Tăng/(giảm) các khoản phải trả (Không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)","2. Điều chỉnh cho các khoản > Tăng/(giảm) các khoản phải trả (Không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)","Tăng/(giảm) các khoản phải trả (Không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)",11,(12.897.052.133),(744.526.784.685),11.0,-12897052133.0,-744526784685.0
Tăng/giảm chỉ phí trả trước,2. Điều chỉnh cho các khoản > Tăng/giảm chỉ phí trả trước,Tăng/giảm chỉ phí trả trước,12,265.389.752,57.561.529,12.0,265389752.0,57561529.0
