row_label_raw,row_label_full,CHỈ TIÊU,Mã số,Năm nay,Năm trước,numeric__Mã số,numeric__Năm nay,numeric__Năm trước
Tiền lãi vay đã trả,2. Điều chỉnh cho các khoản > Tiền lãi vay đã trả,Tiền lãi vay đã trả,14,(487.500.000),(8.832.492.790),14.0,-487500000.0,-8832492790.0
Thuế thu nhập doanh nghiệp đã nộp,2. Điều chỉnh cho các khoản > Thuế thu nhập doanh nghiệp đã nộp,Thuế thu nhập doanh nghiệp đã nộp,15,(18.006.288.522),(32.001.182.156),15.0,-18006288522.0,-32001182156.0
Tiền chỉ khác cho hoạt động kinh doanh,2. Điều chỉnh cho các khoản > Tiền chỉ khác cho hoạt động kinh doanh,Tiền chỉ khác cho hoạt động kinh doanh,17,(2.174.485.952),(581.781.457),17.0,-2174485952.0,-581781457.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh,2. Điều chỉnh cho các khoản > Lưu chuyển tiền thuần từ hoạt động kinh doanh,Lưu chuyển tiền thuần từ hoạt động kinh doanh,20,558.538.621.774,(729.871.649.345),20.0,558538621774.0,-729871649345.0
II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐÀU TỪ,II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐÀU TỪ,II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐÀU TỪ,II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐÀU TỪ,II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐÀU TỪ,II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐÀU TỪ,,,
"1. Tiền chỉ để mua sắm, xây dựng TSCĐ","II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐÀU TỪ > 1. Tiền chỉ để mua sắm, xây dựng TSCĐ","1. Tiền chỉ để mua sắm, xây dựng TSCĐ",21,(2.079.090.909),(3.596.629.455),21.0,-2079090909.0,-3596629455.0
"2. Tiền thu từ thanh lý, nhượng bán TSCĐ","II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐÀU TỪ > 2. Tiền thu từ thanh lý, nhượng bán TSCĐ","2. Tiền thu từ thanh lý, nhượng bán TSCĐ",22,-,1.056.731.818,22.0,,1056731818.0
"3. Tiền chỉ cho vay, mua các công cụ nợ của đơn vị khác","II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐÀU TỪ > 3. Tiền chỉ cho vay, mua các công cụ nợ của đơn vị khác","3. Tiền chỉ cho vay, mua các công cụ nợ của đơn vị khác",23,(2.052.463.000.000),478.372.437.702,23.0,-2052463000000.0,478372437702.0
"4. Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác","II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐÀU TỪ > 4. Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác","4. Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",24,1.100.775.000.000,(155.701.128.446),24.0,1100775000000.0,-155701128446.0
5. Tiền chỉ đầu tư góp vốn vào đơn vị khác,II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐÀU TỪ > 5. Tiền chỉ đầu tư góp vốn vào đơn vị khác,5. Tiền chỉ đầu tư góp vốn vào đơn vị khác,25,(208.000.000.000),-,25.0,-208000000000.0,
"6. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia","II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐÀU TỪ > 6. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia","6. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",27,44.132.961.568,20.677.948.616,27.0,44132961568.0,20677948616.0
Lưu chuyển tiền thuần từ hoạt động đầu tư,II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐÀU TỪ > Lưu chuyển tiền thuần từ hoạt động đầu tư,Lưu chuyển tiền thuần từ hoạt động đầu tư,30,(1.117.634.129.341),340.809.360.235,30.0,-1117634129341.0,340809360235.0
III. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI,III. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI,III. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI,III. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI,III. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI,III. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI,,,
"1. Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu","III. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI > 1. Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu","1. Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu",31,315.000.000.000,1.220.951.127.000,31.0,315000000000.0,1220951127000.0
"2. Tiền trả lại vốn góp cho các chủ sở hữu, mua lại cổ phiếu đã phát hành","III. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI > 2. Tiền trả lại vốn góp cho các chủ sở hữu, mua lại cổ phiếu đã phát hành","2. Tiền trả lại vốn góp cho các chủ sở hữu, mua lại cổ phiếu đã phát hành",32,(42.082.508.146),-,32.0,-42082508146.0,
3. Tiền thu từ đi vay,III. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI > 3. Tiền thu từ đi vay,3. Tiền thu từ đi vay,33,-,944.197.031.980,33.0,,944197031980.0
4. Tiền trả nợ gốc vay,III. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI > 4. Tiền trả nợ gốc vay,4. Tiền trả nợ gốc vay,34,(75.000.000.000),(942.629.200.000),34.0,-75000000000.0,-942629200000.0
"5. Cổ tức, lợi nhuận đã trả cho chủ sở hữu","III. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI > 5. Cổ tức, lợi nhuận đã trả cho chủ sở hữu","5. Cổ tức, lợi nhuận đã trả cho chủ sở hữu",36,(107.980.940.440),(168.359.798.000),36.0,-107980940440.0,-168359798000.0
Lưu chuyển tiền thuần từ hoạt động tài chính,III. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI > Lưu chuyển tiền thuần từ hoạt động tài chính,Lưu chuyển tiền thuần từ hoạt động tài chính,40,89.936.551.414,1.054.159.160.980,40.0,89936551414.0,1054159160980.0
Lưu chuyển tiền thuần trong kỳ (50 = 20+30+40),III. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI > Lưu chuyển tiền thuần trong kỳ (50 = 20+30+40),Lưu chuyển tiền thuần trong kỳ (50 = 20+30+40),50,(469.158.956.153),665.096.871.870,50.0,-469158956153.0,665096871870.0
Tiền và tương đương tiền đầu kỳ,III. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI > Tiền và tương đương tiền đầu kỳ,Tiền và tương đương tiền đầu kỳ,60,1.171.668.961.521,506.580.539.574,60.0,1171668961521.0,506580539574.0
Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,III. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI > Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,61,(829.683),(8.449.923),61.0,-829683.0,-8449923.0
Tiền và tương đương tiền cuối kỳ (70 = 50+60+61),III. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI > Tiền và tương đương tiền cuối kỳ (70 = 50+60+61),Tiền và tương đương tiền cuối kỳ (70 = 50+60+61),70,702.509.175.685,1.171.668.961.521,70.0,702509175685.0,1171668961521.0
