row_label_raw,row_label_full,2018 > Thuế giá trị gia tăng,Số dưđầu nămTriệu VND > 562,Phát sinh trong năm > Số phải nộpTriệu VND > 6.594,Phát sinh trong năm > Số đã nộpTriệu VND > (6.465),Số durcuối nămTriệu VND > 691,numeric__Số dưđầu nămTriệu VND > 562,numeric__Phát sinh trong năm > Số phải nộpTriệu VND > 6.594,numeric__Phát sinh trong năm > Số đã nộpTriệu VND > (6.465),numeric__Số durcuối nămTriệu VND > 691
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,19.045,58.193,(54.673),22.565,19045.0,58193.0,-54673.0,22565.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,2.087,12.534,(12.104),2.517,2087.0,12534.0,-12104.0,2517.0
,,,21.694,77.321,(73.242),25.773,21694.0,77321.0,-73242.0,25773.0
2017,2017,2017,Số dưđầu nămTriệu VND,Phát sinh trong năm,Phát sinh trong năm,Số durcuối nămTriệu VND,,,,
2017,2017,2017,Số dưđầu nămTriệu VND,Số phải nộpTriệu VND,Số đã nộpTriệu VND,Số durcuối nămTriệu VND,,,,
Thuế giá trị gia tăng,2017 > Thuế giá trị gia tăng,Thuế giá trị gia tăng,2.024,4.277,(5.739),562,2024.0,4277.0,-5739.0,562.0
Thuế thu nhập doanh nghiệp,2017 > Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,23.634,50.501,(55.090),19.045,23634.0,50501.0,-55090.0,19045.0
Thuế thu nhập cá nhân,2017 > Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,1.915,10.294,(10.122),2.087,1915.0,10294.0,-10122.0,2087.0
,,,27.573,65.072,(70.951),21.694,27573.0,65072.0,-70951.0,21694.0
