row_label_raw,row_label_full,col_0,31/12/2018 > Giá trị ghi số Triệu VND,31/12/2018 > Giá trị hợp lý Triệu VND,31/12/2017 > Giá trị ghi số Triệu VND,31/12/2017 > Giá trị hợp lý Triệu VND,numeric__31/12/2018 > Giá trị ghi số Triệu VND,numeric__31/12/2018 > Giá trị hợp lý Triệu VND,numeric__31/12/2017 > Giá trị ghi số Triệu VND,numeric__31/12/2017 > Giá trị hợp lý Triệu VND
Tài sản tài chính,Tài sản tài chính,Tài sản tài chính,,,,,,,,
Được phân loại là tài sản tài chính được xác định theo giá trị hợp lý thống qua báo cáo kết quả hoạt động kinh doanh - Các công cụ tài chính phải sinh và các tài sản tài chính khác,Tài sản tài chính > Được phân loại là tài sản tài chính được xác định theo giá trị hợp lý thống qua báo cáo kết quả hoạt động kinh doanh - Các công cụ tài chính phải sinh và các tài sản tài chính khác,Được phân loại là tài sản tài chính được xác định theo giá trị hợp lý thống qua báo cáo kết quả hoạt động kinh doanh - Các công cụ tài chính phải sinh và các tài sản tài chính khác,987,(*),-,-,987.0,,,
Được phân loại là các khoản đầu tư nắm giữ đến ngày đáo hạn: - Chứng khoán đầu tư giữ đến ngày đáo hạn khác – thuần,Tài sản tài chính > Được phân loại là các khoản đầu tư nắm giữ đến ngày đáo hạn: - Chứng khoán đầu tư giữ đến ngày đáo hạn khác – thuần,Được phân loại là các khoản đầu tư nắm giữ đến ngày đáo hạn: - Chứng khoán đầu tư giữ đến ngày đáo hạn khác – thuần,1.460.500,(*),495.265,(*),1460500.0,,495265.0,
"Được phân loại là các khoản cho vay và phải thu: - Tiền gửi tại NHNNVN - Tiền gửi và cho vay các tổ chức tín dụng khác - Cho vay khách hàng - Các khoản lãi, phí phải thu - Các khoản phải thu","Tài sản tài chính > Được phân loại là các khoản cho vay và phải thu: - Tiền gửi tại NHNNVN - Tiền gửi và cho vay các tổ chức tín dụng khác - Cho vay khách hàng - Các khoản lãi, phí phải thu - Các khoản phải thu","Được phân loại là các khoản cho vay và phải thu: - Tiền gửi tại NHNNVN - Tiền gửi và cho vay các tổ chức tín dụng khác - Cho vay khách hàng - Các khoản lãi, phí phải thu - Các khoản phải thu",1.852.903,1.852.903,2.251.582,2.251.582,1852903.0,1852903.0,2251582.0,2251582.0
"Được phân loại là các khoản cho vay và phải thu: - Tiền gửi tại NHNNVN - Tiền gửi và cho vay các tổ chức tín dụng khác - Cho vay khách hàng - Các khoản lãi, phí phải thu - Các khoản phải thu","Tài sản tài chính > Được phân loại là các khoản cho vay và phải thu: - Tiền gửi tại NHNNVN - Tiền gửi và cho vay các tổ chức tín dụng khác - Cho vay khách hàng - Các khoản lãi, phí phải thu - Các khoản phải thu","Được phân loại là các khoản cho vay và phải thu: - Tiền gửi tại NHNNVN - Tiền gửi và cho vay các tổ chức tín dụng khác - Cho vay khách hàng - Các khoản lãi, phí phải thu - Các khoản phải thu",5.399.327,(*),4.163.859,(*),5399327.0,,4163859.0,
"Được phân loại là các khoản cho vay và phải thu: - Tiền gửi tại NHNNVN - Tiền gửi và cho vay các tổ chức tín dụng khác - Cho vay khách hàng - Các khoản lãi, phí phải thu - Các khoản phải thu","Tài sản tài chính > Được phân loại là các khoản cho vay và phải thu: - Tiền gửi tại NHNNVN - Tiền gửi và cho vay các tổ chức tín dụng khác - Cho vay khách hàng - Các khoản lãi, phí phải thu - Các khoản phải thu","Được phân loại là các khoản cho vay và phải thu: - Tiền gửi tại NHNNVN - Tiền gửi và cho vay các tổ chức tín dụng khác - Cho vay khách hàng - Các khoản lãi, phí phải thu - Các khoản phải thu",29.216.772,(*),24.465.617,(*),29216772.0,,24465617.0,
"Được phân loại là các khoản cho vay và phải thu: - Tiền gửi tại NHNNVN - Tiền gửi và cho vay các tổ chức tín dụng khác - Cho vay khách hàng - Các khoản lãi, phí phải thu - Các khoản phải thu","Tài sản tài chính > Được phân loại là các khoản cho vay và phải thu: - Tiền gửi tại NHNNVN - Tiền gửi và cho vay các tổ chức tín dụng khác - Cho vay khách hàng - Các khoản lãi, phí phải thu - Các khoản phải thu","Được phân loại là các khoản cho vay và phải thu: - Tiền gửi tại NHNNVN - Tiền gửi và cho vay các tổ chức tín dụng khác - Cho vay khách hàng - Các khoản lãi, phí phải thu - Các khoản phải thu",1.561.344,(*),1.542.115,(*),1561344.0,,1542115.0,
"Được phân loại là các khoản cho vay và phải thu: - Tiền gửi tại NHNNVN - Tiền gửi và cho vay các tổ chức tín dụng khác - Cho vay khách hàng - Các khoản lãi, phí phải thu - Các khoản phải thu","Tài sản tài chính > Được phân loại là các khoản cho vay và phải thu: - Tiền gửi tại NHNNVN - Tiền gửi và cho vay các tổ chức tín dụng khác - Cho vay khách hàng - Các khoản lãi, phí phải thu - Các khoản phải thu","Được phân loại là các khoản cho vay và phải thu: - Tiền gửi tại NHNNVN - Tiền gửi và cho vay các tổ chức tín dụng khác - Cho vay khách hàng - Các khoản lãi, phí phải thu - Các khoản phải thu",201.462,(*),107.377,(*),201462.0,,107377.0,
"Được phân loại là tài sản tài chính sẵn sàng để bán: - Chứng khoán vốn sẵn sàng để bán - Có giá niêm yết - Chưa có giá niêm yết - Chứng khoán nợ sẵn sàng để bán - Có giá niêm yết - Chưa có giá niêm yết - Góp vốn, đầu tư dài hạn","Tài sản tài chính > Được phân loại là tài sản tài chính sẵn sàng để bán: - Chứng khoán vốn sẵn sàng để bán - Có giá niêm yết - Chưa có giá niêm yết - Chứng khoán nợ sẵn sàng để bán - Có giá niêm yết - Chưa có giá niêm yết - Góp vốn, đầu tư dài hạn","Được phân loại là tài sản tài chính sẵn sàng để bán: - Chứng khoán vốn sẵn sàng để bán - Có giá niêm yết - Chưa có giá niêm yết - Chứng khoán nợ sẵn sàng để bán - Có giá niêm yết - Chưa có giá niêm yết - Góp vốn, đầu tư dài hạn",-,-,505.657,505.657,,,505657.0,505657.0
"Được phân loại là tài sản tài chính sẵn sàng để bán: - Chứng khoán vốn sẵn sàng để bán - Có giá niêm yết - Chưa có giá niêm yết - Chứng khoán nợ sẵn sàng để bán - Có giá niêm yết - Chưa có giá niêm yết - Góp vốn, đầu tư dài hạn","Tài sản tài chính > Được phân loại là tài sản tài chính sẵn sàng để bán: - Chứng khoán vốn sẵn sàng để bán - Có giá niêm yết - Chưa có giá niêm yết - Chứng khoán nợ sẵn sàng để bán - Có giá niêm yết - Chưa có giá niêm yết - Góp vốn, đầu tư dài hạn","Được phân loại là tài sản tài chính sẵn sàng để bán: - Chứng khoán vốn sẵn sàng để bán - Có giá niêm yết - Chưa có giá niêm yết - Chứng khoán nợ sẵn sàng để bán - Có giá niêm yết - Chưa có giá niêm yết - Góp vốn, đầu tư dài hạn",-,-,1.466,(*),,,1466.0,
"Được phân loại là tài sản tài chính sẵn sàng để bán: - Chứng khoán vốn sẵn sàng để bán - Có giá niêm yết - Chưa có giá niêm yết - Chứng khoán nợ sẵn sàng để bán - Có giá niêm yết - Chưa có giá niêm yết - Góp vốn, đầu tư dài hạn","Tài sản tài chính > Được phân loại là tài sản tài chính sẵn sàng để bán: - Chứng khoán vốn sẵn sàng để bán - Có giá niêm yết - Chưa có giá niêm yết - Chứng khoán nợ sẵn sàng để bán - Có giá niêm yết - Chưa có giá niêm yết - Góp vốn, đầu tư dài hạn","Được phân loại là tài sản tài chính sẵn sàng để bán: - Chứng khoán vốn sẵn sàng để bán - Có giá niêm yết - Chưa có giá niêm yết - Chứng khoán nợ sẵn sàng để bán - Có giá niêm yết - Chưa có giá niêm yết - Góp vốn, đầu tư dài hạn",-,-,866.856,926.056,,,866856.0,926056.0
"Được phân loại là tài sản tài chính sẵn sàng để bán: - Chứng khoán vốn sẵn sàng để bán - Có giá niêm yết - Chưa có giá niêm yết - Chứng khoán nợ sẵn sàng để bán - Có giá niêm yết - Chưa có giá niêm yết - Góp vốn, đầu tư dài hạn","Tài sản tài chính > Được phân loại là tài sản tài chính sẵn sàng để bán: - Chứng khoán vốn sẵn sàng để bán - Có giá niêm yết - Chưa có giá niêm yết - Chứng khoán nợ sẵn sàng để bán - Có giá niêm yết - Chưa có giá niêm yết - Góp vốn, đầu tư dài hạn","Được phân loại là tài sản tài chính sẵn sàng để bán: - Chứng khoán vốn sẵn sàng để bán - Có giá niêm yết - Chưa có giá niêm yết - Chứng khoán nợ sẵn sàng để bán - Có giá niêm yết - Chưa có giá niêm yết - Góp vốn, đầu tư dài hạn",-,-,285.430,(*),,,285430.0,
"Được phân loại là tài sản tài chính sẵn sàng để bán: - Chứng khoán vốn sẵn sàng để bán - Có giá niêm yết - Chưa có giá niêm yết - Chứng khoán nợ sẵn sàng để bán - Có giá niêm yết - Chưa có giá niêm yết - Góp vốn, đầu tư dài hạn","Tài sản tài chính > Được phân loại là tài sản tài chính sẵn sàng để bán: - Chứng khoán vốn sẵn sàng để bán - Có giá niêm yết - Chưa có giá niêm yết - Chứng khoán nợ sẵn sàng để bán - Có giá niêm yết - Chưa có giá niêm yết - Góp vốn, đầu tư dài hạn","Được phân loại là tài sản tài chính sẵn sàng để bán: - Chứng khoán vốn sẵn sàng để bán - Có giá niêm yết - Chưa có giá niêm yết - Chứng khoán nợ sẵn sàng để bán - Có giá niêm yết - Chưa có giá niêm yết - Góp vốn, đầu tư dài hạn",14.521,(*),14.521,(*),14521.0,,14521.0,
