row_label_raw,row_label_full,VIII,Vốn chủ sở hữu,23,3.750.147,3.551.597,numeric__Vốn chủ sở hữu,numeric__23,numeric__3.750.147,numeric__3.551.597
1,1,1,Vốn,,3.202.758,2.965.800,,,3202758.0,2965800.0
\( a \),\( a \),\( a \),Vốn điều lệ,,3.236.958,3.000.000,,,3236958.0,3000000.0
\( d \),\( d \),\( d \),Cổ phiếu quỹ,,(34.200),(34.200),,,-34200.0,-34200.0
2,2,2,Các quỹ,,226.639,285.244,,,226639.0,285244.0
5,5,5,Lợi nhuận sau thuế chưa phân phối,,320.750,300.553,,,320750.0,300553.0
,,,TỔNG VỐN CHỦ SỞ HỮU,,3.750.147,3.551.597,,,3750147.0,3551597.0
,,,TỔNG NỘ PHẢI TRẢ VÀ VỐN CHỦ SỞ HỮU,,42.309.803,37.326.805,,,42309803.0,37326805.0
