row_label_raw,row_label_full,col_0,Năm nayVND,Năm trướcVND,numeric__Năm nayVND,numeric__Năm trướcVND
Chi phí nhân viên quản lý,Chi phí nhân viên quản lý,Chi phí nhân viên quản lý,412.095.117.231,420.891.357.920,412095117231.0,420891357920.0
"Chi phí vật liệu, đồ dùng văn phòng","Chi phí vật liệu, đồ dùng văn phòng","Chi phí vật liệu, đồ dùng văn phòng",8.161.890.732,8.568.970.890,8161890732.0,8568970890.0
Chi phí khấu hao và hao mòn,Chi phí khấu hao và hao mòn,Chi phí khấu hao và hao mòn,38.735.270.321,35.259.222.394,38735270321.0,35259222394.0
"Thuế, phí, lệ phí","Thuế, phí, lệ phí","Thuế, phí, lệ phí",10.555.848.202,13.786.971.230,10555848202.0,13786971230.0
Chi phí sửa chữa tài sản,Chi phí sửa chữa tài sản,Chi phí sửa chữa tài sản,13.943.452.244,19.987.891.509,13943452244.0,19987891509.0
"Chi phí điện, nước, thông tin liên lạc","Chi phí điện, nước, thông tin liên lạc","Chi phí điện, nước, thông tin liên lạc",19.269.716.507,16.835.785.278,19269716507.0,16835785278.0
Chi phí dịch vụ mua ngoài khác,Chi phí dịch vụ mua ngoài khác,Chi phí dịch vụ mua ngoài khác,24.549.225.112,25.463.673.472,24549225112.0,25463673472.0
Chi phí phúc lợi cho người lao động,Chi phí phúc lợi cho người lao động,Chi phí phúc lợi cho người lao động,16.350.280.374,26.103.401.348,16350280374.0,26103401348.0
Công tác phí,Công tác phí,Công tác phí,5.423.494.461,13.094.396.128,5423494461.0,13094396128.0
"Chi ứng hộ, tài trợ các hoạt động phòng chống Covid-19","Chi ứng hộ, tài trợ các hoạt động phòng chống Covid-19","Chi ứng hộ, tài trợ các hoạt động phòng chống Covid-19",200.326.692.120,-,200326692120.0,
Chi phí bằng tiền khác,Chi phí bằng tiền khác,Chi phí bằng tiền khác,42.426.005.643,54.280.171.299,42426005643.0,54280171299.0
Trích lập dự phòng nợ phải thu khó đòi,Trích lập dự phòng nợ phải thu khó đòi,Trích lập dự phòng nợ phải thu khó đòi,436.525.754.222,26.557.112.309,436525754222.0,26557112309.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,1.228.362.747.169,660.828.953.777,1228362747169.0,660828953777.0
