row_label_raw,row_label_full,col_0,Báo cáo kết quả hoạt động kinh doanh tổng hợp,Báo cáo kết quả hoạt động kinh doanh tổng hợp_1,numeric__Báo cáo kết quả hoạt động kinh doanh tổng hợp,numeric__Báo cáo kết quả hoạt động kinh doanh tổng hợp_1
,,,Năm nay VND,Năm trước VND,,
Khấu hao tài sản cố định tạm tăng (chưa có hóa đơn),Khấu hao tài sản cố định tạm tăng (chưa có hóa đơn),Khấu hao tài sản cố định tạm tăng (chưa có hóa đơn),33.028.155.117,33.827.562.079,33028155117.0,33827562079.0
Chi phí sửa chữa (chưa có hóa đơn),Chi phí sửa chữa (chưa có hóa đơn),Chi phí sửa chữa (chưa có hóa đơn),1.349.305.237,3.215.753.474,1349305237.0,3215753474.0
Trích trước chi phí thuê đất chưa có thông báo của Cơ quan Thuế,Trích trước chi phí thuê đất chưa có thông báo của Cơ quan Thuế,Trích trước chi phí thuê đất chưa có thông báo của Cơ quan Thuế,(2.440.973.576),8.505.833.925,-2440973576.0,8505833925.0
Lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền và phải thu có gốc ngoại tệ,Lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền và phải thu có gốc ngoại tệ,Lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền và phải thu có gốc ngoại tệ,(378.737.537),(166.629.114),-378737537.0,-166629114.0
Dự phòng nợ phải thu khó đòi,Dự phòng nợ phải thu khó đòi,Dự phòng nợ phải thu khó đòi,466.520.710,(221.964.435),466520710.0,-221964435.0
Dự phòng các khoản đầu tư tài chính,Dự phòng các khoản đầu tư tài chính,Dự phòng các khoản đầu tư tài chính,(439.419.065),(360.251.747),-439419065.0,-360251747.0
Chi phí thuế TNDN hoãn lại,Chi phí thuế TNDN hoãn lại,Chi phí thuế TNDN hoãn lại,31.584.850.886,44.800.304.182,31584850886.0,44800304182.0
