row_label_raw,row_label_full,CHÌ TIÊU > Lưu chuyển tiền thuần trong năm > Tiền đầu năm,Mã số > 50 > 60,Thuyết minh,Năm nay VND > 76.253.081.569 > 498.742.193.030,Năm trước VND > 157.648.529.231 > 343.632.448.037,numeric__Mã số > 50 > 60,numeric__Thuyết minh,numeric__Năm nay VND > 76.253.081.569 > 498.742.193.030,numeric__Năm trước VND > 157.648.529.231 > 343.632.448.037
Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,61,,(4.417.690.636),(2.538.784.238),61.0,,-4417690636.0,-2538784238.0
Tiền cuối năm,Tiền cuối năm,Tiền cuối năm,70,4,570.577.583.963,498.742.193.030,70.0,4.0,570577583963.0,498742193030.0
