row_label_raw,row_label_full,col_0,Năm nayVND,Năm trướcVND,numeric__Năm nayVND,numeric__Năm trướcVND
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,2.225.540.909.097,2.218.372.885.529,2225540909097.0,2218372885529.0
"Chi phí vật liệu, đồ dùng văn phòng","Chi phí vật liệu, đồ dùng văn phòng","Chi phí vật liệu, đồ dùng văn phòng",71.041.735.360,87.507.219.424,71041735360.0,87507219424.0
Chi phí khấu hao tài sản cố định,Chi phí khấu hao tài sản cố định,Chi phí khấu hao tài sản cố định,2.520.481.582.406,2.979.583.120.184,2520481582406.0,2979583120184.0
"Thuế, phí, lệ phí","Thuế, phí, lệ phí","Thuế, phí, lệ phí",94.934.075.021,99.284.566.322,94934075021.0,99284566322.0
Chi phí sửa chữa tài sản,Chi phí sửa chữa tài sản,Chi phí sửa chữa tài sản,281.529.791.948,361.423.375.481,281529791948.0,361423375481.0
"Chi phí điều hành, thương quyền","Chi phí điều hành, thương quyền","Chi phí điều hành, thương quyền",12.448.801.194,59.159.782.397,12448801194.0,59159782397.0
"Chi phí bảo hiểm hàng không,phi hàng không","Chi phí bảo hiểm hàng không,phi hàng không","Chi phí bảo hiểm hàng không,phi hàng không",32.505.537.685,27.476.270.759,32505537685.0,27476270759.0
"Chi phí điện, nước, thông tin liên lạc","Chi phí điện, nước, thông tin liên lạc","Chi phí điện, nước, thông tin liên lạc",242.893.253.755,305.266.068.576,242893253755.0,305266068576.0
Chi phí dịch vụ mua ngoài khác,Chi phí dịch vụ mua ngoài khác,Chi phí dịch vụ mua ngoài khác,227.383.485.667,224.835.289.902,227383485667.0,224835289902.0
"Chi hoa hồng, môi giới","Chi hoa hồng, môi giới","Chi hoa hồng, môi giới",24.748.402.458,63.679.073.221,24748402458.0,63679073221.0
Chi phí phúc lợi cho người lao động,Chi phí phúc lợi cho người lao động,Chi phí phúc lợi cho người lao động,106.606.244.053,121.131.942.813,106606244053.0,121131942813.0
Phí nhượng quyền khai thác,Phí nhượng quyền khai thác,Phí nhượng quyền khai thác,88.611.754.500,125.298.467.177,88611754500.0,125298467177.0
"Chi ứng hộ, tài trợ các hoạt động phòngchống Covid-19","Chi ứng hộ, tài trợ các hoạt động phòngchống Covid-19","Chi ứng hộ, tài trợ các hoạt động phòngchống Covid-19",200.326.692.120,-,200326692120.0,
Chi phí bằng tiền khác,Chi phí bằng tiền khác,Chi phí bằng tiền khác,208.225.554.309,211.301.471.700,208225554309.0,211301471700.0
Trích lập dự phòng nợ phải thu khó đòi,Trích lập dự phòng nợ phải thu khó đòi,Trích lập dự phòng nợ phải thu khó đòi,436.525.754.222,26.557.112.309,436525754222.0,26557112309.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,6.773.803.573.795,6.910.876.645.794,6773803573795.0,6910876645794.0
