row_label_raw,row_label_full,"Tên công ty liên doanh, liên kết",Lĩnh vực kinh doanh,Số cuối năm,Số cuối năm_1,Số cuối năm_2,Số đầu năm,Số đầu năm_1,Số đầu năm_2,numeric__Lĩnh vực kinh doanh,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số cuối năm_2,numeric__Số đầu năm,numeric__Số đầu năm_1,numeric__Số đầu năm_2
"Tên công ty liên doanh, liên kết","Tên công ty liên doanh, liên kết","Tên công ty liên doanh, liên kết",Lĩnh vực kinh doanh,Số lượngcổ phiếu,Giá gốcđầu tưVND,Tỷ lệsở hữu(%),Số lượngcổ phiếu,Giá gốcđầu tưVND,Tỷ lệsở hữu(%),,,,,,,
Công ty Cổ phần Dịch vụHàng không Sân bay Tân Sơn Nhất,"Tên công ty liên doanh, liên kết > Công ty Cổ phần Dịch vụHàng không Sân bay Tân Sơn Nhất",Công ty Cổ phần Dịch vụHàng không Sân bay Tân Sơn Nhất,Kinh doanh thương mại dịch vụ tại sân bay,65.504.200,1.585.201.640.000,"49,07",65.504.200,1.585.201.640.000,"49,07",,65504200.0,1585201640000.0,49.07,65504200.0,1585201640000.0,49.07
Công ty Cổ phần Phục vụMặt đất Sài Gòn,"Tên công ty liên doanh, liên kết > Công ty Cổ phần Phục vụMặt đất Sài Gòn",Công ty Cổ phần Phục vụMặt đất Sài Gòn,Dịch vụ thương mại mặt đấttại sân bay,16.128.051,486.859.102.200,"48,03",16.128.051,486.859.102.200,"48,03",,16128051.0,486859102200.0,48.03,16128051.0,486859102200.0,48.03
Công ty Cổ phần Dịch vụHàng hóa Hàng không Việt Nam,"Tên công ty liên doanh, liên kết > Công ty Cổ phần Dịch vụHàng hóa Hàng không Việt Nam",Công ty Cổ phần Dịch vụHàng hóa Hàng không Việt Nam,Dịch vụ khai thác kho hàng hóa,-,-,-,5.000.000,50.000.000.000,"20,00",,,,,5000000.0,50000000000.0,20.0
Công ty Cổ phần Phục vụMặt đất Hà Nội,"Tên công ty liên doanh, liên kết > Công ty Cổ phần Phục vụMặt đất Hà Nội",Công ty Cổ phần Phục vụMặt đất Hà Nội,Dịch vụ mặt đất taisân bay Nội Bài,5.000.000,30.000.000.000,"20,00",3.800.000,30.000.000.000,"20,00",,5000000.0,30000000000.0,20.0,3800000.0,30000000000.0,20.0
Công ty TNHH Dịch vụBảo dưỡng Máy bay Cảng Hàngkhông Miền Nam (*),"Tên công ty liên doanh, liên kết > Công ty TNHH Dịch vụBảo dưỡng Máy bay Cảng Hàngkhông Miền Nam (*)",Công ty TNHH Dịch vụBảo dưỡng Máy bay Cảng Hàngkhông Miền Nam (*),Bảo dưỡng và sửa chữa máy bay,-,15.300.000.000,"51,00",-,15.300.000.000,"51,00",,,15300000000.0,51.0,,15300000000.0,51.0
Công ty Cổ phần Vận tảiHàng không Miền Nam,"Tên công ty liên doanh, liên kết > Công ty Cổ phần Vận tảiHàng không Miền Nam",Công ty Cổ phần Vận tảiHàng không Miền Nam,Vận tải hành kháchđường bộ,1.305.000,14.851.258.736,"30,00",1.305.000,14.851.258.736,"30,00",,1305000.0,14851258736.0,30.0,1305000.0,14851258736.0,30.0
Công ty Cổ phần Thương mạiHàng không Miền Nam,"Tên công ty liên doanh, liên kết > Công ty Cổ phần Thương mạiHàng không Miền Nam",Công ty Cổ phần Thương mạiHàng không Miền Nam,"Sản xuất nước uống tỉnh khiết,nước khoáng đóng chai",493.000,7.532.433.978,"29,53",493.000,7.532.433.978,"29,53",,493000.0,7532433978.0,29.53,493000.0,7532433978.0,29.53
TỔNG CỘNG,"Tên công ty liên doanh, liên kết > TỔNG CỘNG",TỔNG CỘNG,,,2.139.744.434.914,,,2.189.744.434.914,,,,2139744434914.0,,,2189744434914.0,
Dự phòng đầu tư tài chính dài hạn,"Tên công ty liên doanh, liên kết > Dự phòng đầu tư tài chính dài hạn",Dự phòng đầu tư tài chính dài hạn,,,(8.971.006.802),,,(3.285.072.311),,,,-8971006802.0,,,-3285072311.0,
ĐẦU TƯ THUẦN,"Tên công ty liên doanh, liên kết > ĐẦU TƯ THUẦN",ĐẦU TƯ THUẦN,,,2.130.773.428.112,,,2.186.459.362.603,,,,2130773428112.0,,,2186459362603.0,
