row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Số cuối năm,Số đầu năm (Trình bày lại),numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm (Trình bày lại)
300,300,300,C. NỘ PHẢI TRẢ,,107.917.829.365.182,62.607.077.829.686,,,107917829365182.0,62607077829686.0
310,310,310,I. Nợ ngắn hạn,,64.848.780.981.695,24.581.674.916.554,,,64848780981695.0,24581674916554.0
311,311,311,1. Phải trả người bán ngắn hạn,,4.578.748.195.301,1.588.034.984.490,,,4578748195301.0,1588034984490.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,21,20.221.096.466.017,6.581.278.862.139,,21.0,20221096466017.0,6581278862139.0
312,312,312,- Thanh toán theo hợp đồng chuyển nhượng bất động sản tại các dự án,,19.365.321.728.392,3.299.807.295.075,,,19365321728392.0,3299807295075.0
312,312,312,- Thanh toán theo các hợp đồng khác,,855.774.737.625,3.281.471.567.064,,,855774737625.0,3281471567064.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,22,1.678.401.228.369,1.037.104.329.754,,22.0,1678401228369.0,1037104329754.0
314,314,314,4. Phải trả người lao động,,293.440.169.231,146.071.639.639,,,293440169231.0,146071639639.0
315,315,315,5. Chi phí phải trả ngắn hạn,23,6.920.895.138.980,3.496.546.329.891,,23.0,6920895138980.0,3496546329891.0
315,315,315,- Chi phí lãi vay trích trước,,830.480.551.017,1.412.328.936.912,,,830480551017.0,1412328936912.0
315,315,315,- Chi phí xây dựng trích trước,,3.833.550.276.538,1.254.563.464.393,,,3833550276538.0,1254563464393.0
315,315,315,- Phải trả khác,,2.256.864.311.425,829.653.928.586,,,2256864311425.0,829653928586.0
318,318,318,6. Doanh thu chưa thực hiện ngắn hạn,24,1.056.738.019.276,502.313.840.716,,24.0,1056738019276.0,502313840716.0
319,319,319,7. Phải trả ngắn hạn khác,25.1,28.554.146.031.679,9.831.629.299.892,,251.0,28554146031679.0,9831629299892.0
319,319,319,- Tiến ứng vốn từ khách hàng,,24.902.889.733.089,7.847.174.664.786,,,24902889733089.0,7847174664786.0
319,319,319,"- Các khoản phải trả, phải nộp ngắn hạn khác",,3.651.256.298.590,1.984.454.635.106,,,3651256298590.0,1984454635106.0
320,320,320,8. Vay và nợ thuê tài chính ngắn hạn,26.1,1.424.617.794.094,1.299.068.123.531,,261.0,1424617794094.0,1299068123531.0
321,321,321,9. Dự phòng phải trả ngắn hạn,27,120.697.938.748,99.627.506.502,,27.0,120697938748.0,99627506502.0
330,330,330,II. Nợ dài hạn,,43.069.048.383.487,38.025.402.913.132,,,43069048383487.0,38025402913132.0
336,336,336,1. Doanh thu chưa thực hiện dài hạn,24,2.683.411.532.468,1.471.496.586.240,,24.0,2683411532468.0,1471496586240.0
337,337,337,2. Phải trả dài hạn khác,25.2,4.406.204.612.974,4.942.187.209.141,,252.0,4406204612974.0,4942187209141.0
338,338,338,3. Vay và nợ thuê tài chính dài hạn,26.2,33.122.684.524.987,28.101.065.447.242,,262.0,33122684524987.0,28101065447242.0
339,339,339,4. Trái phiếu chuyển đổi,28,2.382.401.760.582,3.342.284.090.914,,28.0,2382401760582.0,3342284090914.0
341,341,341,5. Thuế thu nhập hoãn lại phải trả,36.3,474.345.952.476,168.369.579.595,,363.0,474345952476.0,168369579595.0
