row_label_raw,row_label_full,Mã số,Khoản mục,col_2,Năm trước (Đã được trình bày trước đây),Trình bày lại,Năm trước (Được trình bày lại),numeric__Khoản mục,numeric__col_2,numeric__Năm trước (Đã được trình bày trước đây),numeric__Trình bày lại,numeric__Năm trước (Được trình bày lại)
31,31,31,Thu nhập khác,(14),261.925.884.973,(19.960.921.083),241.964.963.890,,-14.0,261925884973.0,-19960921083.0,241964963890.0
32,32,32,Chỉ phí khác,(14),(227.116.582.678),19.960.921.083,(207.155.661.595),,-14.0,-227116582678.0,19960921083.0,-207155661595.0
