row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND > Số đầu năm(Trình bày lại),numeric__Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm(Trình bày lại)
Ngắn hạn:,Ngắn hạn:,Ngắn hạn:,Ngắn hạn:,Ngắn hạn:,,
Đặt cọc cho mục đích đầu tư (i),Ngắn hạn: > Đặt cọc cho mục đích đầu tư (i),Đặt cọc cho mục đích đầu tư (i),4.629.328.253.727,783.166.666.670,4629328253727.0,783166666670.0
Cổ tức ứng trước cho cổ đông nằm cổ phiếuuu đãi của công ty con (ii),Ngắn hạn: > Cổ tức ứng trước cho cổ đông nằm cổ phiếuuu đãi của công ty con (ii),Cổ tức ứng trước cho cổ đông nằm cổ phiếuuu đãi của công ty con (ii),598.725.944.622,178.055.416.737,598725944622.0,178055416737.0
Tài sản ngắn hạn khác,Ngắn hạn: > Tài sản ngắn hạn khác,Tài sản ngắn hạn khác,283.467.228.467,283.467.228.467,283467228467.0,283467228467.0
TỔNG CỘNG,Ngắn hạn: > TỔNG CỘNG,TỔNG CỘNG,5.511.521.426.816,1.244.689.311.874,5511521426816.0,1244689311874.0
Dài hạn:,Dài hạn:,Dài hạn:,Dài hạn:,Dài hạn:,,
Đặt cọc cho mục đích đầu tư (iii),Dài hạn: > Đặt cọc cho mục đích đầu tư (iii),Đặt cọc cho mục đích đầu tư (iii),3.000.000.000.000,4.800.000.000.000,3000000000000.0,4800000000000.0
TỔNG CỘNG,Dài hạn: > TỔNG CỘNG,TỔNG CỘNG,3.000.000.000.000,4.800.000.000.000,3000000000000.0,4800000000000.0
