row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Số cuối năm,Số đầu năm (Trình bày lại),numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm (Trình bày lại)
100,100,100,A. TÀI SẢN NGẮN HẠN,,67.699.619.665.953,35.211.202.920.049,,,67699619665953.0,35211202920049.0
110,110,110,I. Tiền và các khoản tương đương tiền,5,6.938.465.104.490,7.607.513.719.673,,5.0,6938465104490.0,7607513719673.0
111,111,111,1. Tiền,,3.771.965.874.567,1.709.677.822.085,,,3771965874567.0,1709677822085.0
112,112,112,2. Các khoản tương đương tiền,,3.166.499.229.923,5.897.835.897.588,,,3166499229923.0,5897835897588.0
120,120,120,II. Đầu tư tài chính ngắn hạn,6,11.142.979.590.895,4.088.913.717.901,,6.0,11142979590895.0,4088913717901.0
121,121,121,1. Chứng khoán kinh doanh,,32.369.112.000,105.781.413.500,,,32369112000.0,105781413500.0
122,122,122,2. Dự phòng giảm giá chứng khoán kinh doanh,,(14.958.000.000),(31.336.416.600),,,-14958000000.0,-31336416600.0
123,123,123,3. Đầu tư nắm giữ đến ngày đáo hạn,,11.125.568.478.895,4.014.468.721.001,,,11125568478895.0,4014468721001.0
130,130,130,III. Các khoản phải thu ngắn hạn,,13.848.128.025.192,5.028.809.010.579,,,13848128025192.0,5028809010579.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,7.1,2.438.800.372.894,833.001.466.347,,71.0,2438800372894.0,833001466347.0
132,132,132,2. Trà trước cho người bán ngắn hạn,7.2,6.695.026.549.290,1.459.215.551.015,,72.0,6695026549290.0,1459215551015.0
135,135,135,3. Phải thu về cho vay ngắn hạn,8,1.763.123.912.802,2.125.166.122.168,,8.0,1763123912802.0,2125166122168.0
136,136,136,4. Phải thu ngắn hạn khác,9,3.165.754.530.947,712.150.024.751,,9.0,3165754530947.0,712150024751.0
137,137,137,5. Dự phòng phải thu ngắn hạn khó đòi,"7.1, 8, 9",(214.577.340.741),(100.724.153.702),,,-214577340741.0,-100724153702.0
140,140,140,IV. Hàng tồn kho,11,28.027.417.689.166,16.314.883.755.059,,11.0,28027417689166.0,16314883755059.0
141,141,141,1. Hàng tồn kho,,28.085.895.835.621,16.321.938.925.683,,,28085895835621.0,16321938925683.0
149,149,149,2. Dự phòng giảm giá hàng tồn kho,,(58.478.146.455),(7.055.170.624),,,-58478146455.0,-7055170624.0
150,150,150,V. Tài sản ngắn hạn khác,,7.742.629.256.210,2.171.082.716.837,,,7742629256210.0,2171082716837.0
151,151,151,1. Chi phí trả trước ngắn hạn,12,1.548.029.401.201,333.307.150.026,,12.0,1548029401201.0,333307150026.0
152,152,152,2. Thuế GTGT được khấu trừ,22,660.027.543.114,549.937.309.384,,22.0,660027543114.0,549937309384.0
153,153,153,3. Thuế và các khoản khác phải thu Nhà nước,22,23.050.885.079,43.148.945.553,,22.0,23050885079.0,43148945553.0
155,155,155,4. Tài sản ngắn hạn khác,13,5.511.521.426.816,1.244.689.311.874,,13.0,5511521426816.0,1244689311874.0
