row_label_raw,row_label_full,STT,Tên công ty,Tên viết tắt,Tỷ lệ biểu quyết (%),Tỷ lệ lợi ích (%),Trụ sở chính,Hoạt động chính,numeric__Tên công ty,numeric__Tên viết tắt,numeric__Tỷ lệ biểu quyết (%),numeric__Tỷ lệ lợi ích (%),numeric__Trụ sở chính,numeric__Hoạt động chính
48,48,48,Công ty TNHH Quản lý Vincharm SPA,Công ty Vincharm SPA,"100,00%","88,30%","Số 72 Lê Thánh Tôn, phường Bến Nghé, quận 1, TP.HCM",Cung cấp dịch vụ chăm sóc sắc đẹp,,,1.0,0.883,,
49,49,49,Công ty TNHH Vinpearlland,Công ty Vinpearlland,"100,00%","100,00%","Đảo Hòn Tre, Phường Vĩnh Nguyên, Thành phố Nha Trang, Tĩnh Khánh Hòa, Việt Nam",Cung cấp dịch vụ công viên vui chơi và công viên theo chủ đề,,,1.0,1.0,,
50,50,50,Công ty TNHH Đầu tư Kinh doanh Thương mại BFF,Công ty BFF,"86,96%","86,94%","Số 72 Lê Thánh Tôn, phường Bến Nghé, quận 1, TP.HCM",Bán lẻ trong các cửa hàng chuyên doanh,,,0.8695999999999999,0.8694,,
51,51,51,Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Vincommerce (3),Công ty Vincommerce,"69,51%","51,91%","Số 72 Lê Thánh Tôn, phường Bến Nghé, quận 1, TP.HCM",Bán lẻ trong các cửa hàng chuyên doanh,,,0.6951,0.5191,,
52,52,52,Công ty Cổ phần Vinmart+,Công ty Vinmart+,"69,51%","51,91%","Số 7, đường Bằng Lăng 1, KĐT sinh thái Vinhomes Riverside, Phường Việt Hưng, Quận Long Biên, Thành phố Hà Nội, Việt Nam",Bán lẻ trong các cửa hàng chuyên doanh,,,0.6951,0.5191,,
53,53,53,Công ty TNHH Vinecom,Công ty Vinecom,"55,00%","55,00%","Tower 2, Khu Đô thị Times City, số 458 Minh Khai, Phường Vĩnh Tuy, Quận Hai Bà Trung, TP Hà Nội",Bán lẻ qua điện thoại và internet,,,0.55,0.55,,
54,54,54,Công ty TNHH Thương mại và Dịch vụ Vinpro,Công ty Vinpro,"100,00%","99,92%","Số 72 Lê Thánh Tôn, phường Bến Nghé, quận 1, TP.HCM","Bán lẻ thiết bị nghe nhìn, máy tính, phần mềm và thiết bị viễn thông",,,1.0,0.9992,,
55,55,55,Công ty TNHH Kinh doanh Thương mại và Dịch vụ VinDS,Công ty VinDS,"70,00%","69,02%","Số 7 Đường Bằng Lăng 1, Khu Đô thị Sinh thái Vinhomes Riverside, phường Việt Hưng, quận Long Biên, TP Hà Nội",Bán lẻ tại các trung tâm thương mại hoặc cửa hàng tiện ích,,,0.7,0.6901999999999999,,
56,56,56,Công ty cổ phần dịch vụ Logistics Siêu tốc,Công ty Siêu tốc,"97,00%","96,96%","Số 7 Đường Bằng Lăng 1, Khu Đô thị Sinh thái Vinhomes Riverside, phường Việt Hưng, quận Long Biên, TP Hà Nội",Cung cấp dịch vụ vận tải và các dịch vụ khác liên quan,,,0.97,0.9695999999999999,,
57,57,57,Công ty Cổ phần Vinlinks,Công ty Vinlinks,"79,96%","79,96%","Tầng 5, toàn nhà 3D, phố Duy Tân, phường Dịch Vọng Hậu, quận Cầu Giấy, TP Hà Nội",Cung cấp dịch vụ vận tải và các dịch vụ khác liên quan,,,0.7996,0.7996,,
58,58,58,Công ty TNHH Quản lý Xây dựng Vincom 1,Công ty Xây dựng Vincom 1,"100,00%","100,00%","Số 7 Đường Bằng Lăng 1, Khu Đô thị Sinh thái Vinhomes Riverside, phường Việt Hưng, quận Long Biên, TP Hà Nội",Xây dựng nhà và các công trình kỹ thuật dân dụng Hoạt động kiến trúc và tư vấn kỹ thuật,,,1.0,1.0,,
