row_label_raw,row_label_full,STT,Tên công ty,Tên viết tắt,Tỷ lệ biểu quyết (%),Tỷ lệ lợi ích (%),Trụ sở chính,Hoạt động chính,numeric__Tên công ty,numeric__Tên viết tắt,numeric__Tỷ lệ biểu quyết (%),numeric__Tỷ lệ lợi ích (%),numeric__Trụ sở chính,numeric__Hoạt động chính
26,26,26,Công ty Cổ phần Phát triển thể thao và giải trí Mễ Trì,Công ty Mễ Trì,"67,17%","67,17%","Số 7 Đại Lộ Thăng Long, phường Mễ Trì, Quận Nam Từ Liêm, Thành phố Hà Nội","Đầu tư, xây dựng và kinh doanh bất động sản",,,0.6717,0.6717,,
27,27,27,Công ty Cổ phần Đồng Phú Hưng - Bình Thuận,Công ty Đồng Phú Hưng – Bình Thuận,"100,00%","98,45%","Quốc lộ 55, thôn Thắng Hải, xã Thắng Hải, huyện Hàm Tân, tỉnh Bình Thuận","Đầu tư, xây dựng và kinh doanh bất động sản",,,1.0,0.9845,,
28,28,28,Công ty TNHH Metropolis Hà Nội,Công ty Metropolis Hà Nội,"100,00%","98,36%","Lô đất HH, đường Phạm Hùng, phường Mễ Trì, quận Nam Từ Liêm, Hà Nội","Đầu tư, xây dựng và kinh doanh bất động sản",,,1.0,0.9836,,
29,29,29,Công ty Cổ phần Đầu Tư Phát Triển Hoa Hướng Dương,Công ty Hoa Hướng Dương,"100,00%","75,15%","T4-L2-10, phòng 10 tầng 2, tòa nhà T4-TTTM Times City, số 458 Minh Khai, phường Vĩnh Tuy, Quận Hai Bà Trưng,","Đầu tư, xây dựng và kinh doanh bất động sản",,,1.0,0.7515000000000001,,
30,30,30,Công ty Cổ phần Phát triển Đô thị Vinaconex-Viettel,Công ty Vinaconex-Viettel,"98,30%","75,12%","Tầng 9, tòa nhà Vinaconex, 34 Lắng Hạ, phường Lắng Hạ, quận Đống Đa, tp Hà Nội, Việt Nam","Đầu tư, xây dựng và kinh doanh bất động sản",,,0.983,0.7512000000000001,,
31,31,31,Công ty Cổ phần Vinpearl,Công ty Vinpearl,"100,00%","88,30%","Đảo Hòn Tre, phường Vĩnh Nguyên, TP. Nha Trang, tỉnh Khánh Hòa","Đầu tư, xây dựng và kinh doanh dịch vụ nhà hàng, khách sạn",,,1.0,0.883,,
32,32,32,Công ty TNHH Quản lý Khách sạn Vinpearl,Công ty Quản lý Khách sạn Vinpearl,"100,00%","88,30%","Số 7 Đường Bằng Lăng 1, Khu Đô thị Sinh thái Vinhomes Riverside, phường Việt Hưng, quận Long Biên, TP Hà Nội","Cung cấp dịch vụ tư vấn quản lý, môi giới, đấu giá bất động sản, quảng bá tour du lịch, dịch vụ lưu trú ngắn ngày",,,1.0,0.883,,
33,33,33,Công ty TNHH Vinpearl Nha Trang,Công ty Vinpearl Nha Trang,"100,00%","88,30%","Đảo Hòn Tre, Phường Vĩnh Nguyên, Thành phố Nha Trang, Tỉnh Khánh Hòa, Việt Nam","Đầu tư, xây dựng và kinh doanh dịch vụ nhà hàng, khách sạn",,,1.0,0.883,,
34,34,34,Công ty TNHH MTV Vinpearl Đà Nẵng,Công ty Vinpearl Đà Nẵng,"100,00%","88,30%","Đường Trường Sa, Phường Hòa Hải, quận Ngũ Hành Sơn, TP. Đà Nẵng","Đầu tư, xây dựng và kinh doanh dịch vụ nhà hàng, khách sạn",,,1.0,0.883,,
35,35,35,Công ty TNHH MTV Vinpearl Hội An,Công ty Vinpearl Hội An,"100,00%","88,30%","Khối Phước Hải, phường Cửa Đại, TP. Hội An, tỉnh Quảng Nam","Đầu tư, xây dựng và kinh doanh dịch vụ nhà hàng, khách sạn",,,1.0,0.883,,
