row_label_raw,row_label_full,col_0,Thuyết minh,Số cuối năm,Đơn vị tính: VND > Số đầu năm(Trình bày lại),numeric__Thuyết minh,numeric__Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm(Trình bày lại)
Tiền gửi dài hạn (*),Tiền gửi dài hạn (*),Tiền gửi dài hạn (*),,1.522.570.241.813,1.664.157.050.271,,1522570241813.0,1664157050271.0
Trong đó: các khoản tiền gửi dài hạn đến hạn thu hồi,Trong đó: các khoản tiền gửi dài hạn đến hạn thu hồi,Trong đó: các khoản tiền gửi dài hạn đến hạn thu hồi,6.2,(1.522.570.241.813),(497.621.378.611),62.0,-1522570241813.0,-497621378611.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,,-,1.166.535.671.660,,,1166535671660.0
