row_label_raw,row_label_full,col_0,Số cuối năm > Số lượng,Số cuối năm > Tỷ lệ biểu quyết (%),Số cuối năm > Tỷ lệ sở hữu (%),Số cuối năm > Giá trị (VND),Số đầu năm (Trình bày lại) > Số lượng,Số đầu năm (Trình bày lại) > Tỷ lệ biểu quyết (%),Số đầu năm (Trình bày lại) > Tỷ lệ sở hữu (%),Số đầu năm (Trình bày lại) > Giá trị (VND),numeric__Số cuối năm > Số lượng,numeric__Số cuối năm > Tỷ lệ biểu quyết (%),numeric__Số cuối năm > Tỷ lệ sở hữu (%),numeric__Số cuối năm > Giá trị (VND),numeric__Số đầu năm (Trình bày lại) > Số lượng,numeric__Số đầu năm (Trình bày lại) > Tỷ lệ biểu quyết (%),numeric__Số đầu năm (Trình bày lại) > Tỷ lệ sở hữu (%),numeric__Số đầu năm (Trình bày lại) > Giá trị (VND)
Công ty Cổ phần Đầu tư và Phát triển Sinh Thái (i),Công ty Cổ phần Đầu tư và Phát triển Sinh Thái (i),Công ty Cổ phần Đầu tư và Phát triển Sinh Thái (i),54.741.497,"18,25","18,25",564.728.918.336,80.470.000,"18,25","18,25",1.093.496.443.945,54741497.0,18.25,18.25,564728918336.0,80470000.0,18.25,18.25,1093496443945.0
Công ty Cổ phần Truyền thông Thanh niên,Công ty Cổ phần Truyền thông Thanh niên,Công ty Cổ phần Truyền thông Thanh niên,400.000,"3,87","3,87",12.400.000.000,400.000,"3,87","3,87",12.400.000.000,400000.0,3.87,3.87,12400000000.0,400000.0,3.87,3.87,12400000000.0
Công ty Cổ phần Đầu tư 8/3 Công ty Cổ phần Phát triển,Công ty Cổ phần Đầu tư 8/3 Công ty Cổ phần Phát triển,Công ty Cổ phần Đầu tư 8/3 Công ty Cổ phần Phát triển,-,-,-,-,300.000,"10,00","10,00",3.000.000.000,,,,,300000.0,10.0,10.0,3000000000.0
Năng lượng Thuận Phong,Năng lượng Thuận Phong,Năng lượng Thuận Phong,300.000,"3,00","3,00",3.000.000.000,300.000,"3,00","3,00",3.000.000.000,300000.0,3.0,3.0,3000000000.0,300000.0,3.0,3.0,3000000000.0
Tổng Công ty Đệt may Việt Nam,Tổng Công ty Đệt may Việt Nam,Tổng Công ty Đệt may Việt Nam,50.000.000,"10,00","10,00",552.395.000.000,50.000.000,"10,00","10,00",551.685.000.000,50000000.0,10.0,10.0,552395000000.0,50000000.0,10.0,10.0,551685000000.0
Công ty Cổ phần Đầu tư Đại dương Thắng Long,Công ty Cổ phần Đầu tư Đại dương Thắng Long,Công ty Cổ phần Đầu tư Đại dương Thắng Long,-,-,-,-,15.200.000,"13,10","13,10",152.000.000.000,,,,,15200000.0,13.1,13.1,152000000000.0
Công ty Cổ phần Đầu tư Dịch vụ Thương mại Thành Phó Hồ Chí Minh (ii),Công ty Cổ phần Đầu tư Dịch vụ Thương mại Thành Phó Hồ Chí Minh (ii),Công ty Cổ phần Đầu tư Dịch vụ Thương mại Thành Phó Hồ Chí Minh (ii),56.985.344,"19,00","19,00",1.749.495.515.345,-,-,-,-,56985344.0,19.0,19.0,1749495515345.0,,,,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,,,,2.882.019.433.681,,,,1.815.581.443.945,,,,2882019433681.0,,,,1815581443945.0
