row_label_raw,row_label_full,col_0,Đơn vị tính: VND > Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Đơn vị tính: VND > Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Tiền mặt,Tiền mặt,Tiền mặt,34.915.215.231,9.220.874.607,34915215231.0,9220874607.0
Tiền gửi ngân hàng,Tiền gửi ngân hàng,Tiền gửi ngân hàng,3.717.308.507.824,1.697.280.782.527,3717308507824.0,1697280782527.0
Tiền đang chuyển,Tiền đang chuyển,Tiền đang chuyển,19.742.151.512,3.176.164.951,19742151512.0,3176164951.0
Các khoản tương đương tiền,Các khoản tương đương tiền,Các khoản tương đương tiền,3.166.499.229.923,5.897.835.897.588,3166499229923.0,5897835897588.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,6.938.465.104.490,7.607.513.719.673,6938465104490.0,7607513719673.0
