row_label_raw,row_label_full,col_0,Thuyết minh,Số đầu năm > Giá trị(trình bày lại),Số đầu năm > Số có khả năng trả nợ,Trong năm > Tăng trong năm,Trong năm > Giảm trong năm,Đơn vị tính: VND > Số cuối năm > Giá trị,Đơn vị tính: VND > Số cuối năm > Số có khả năng trả nợ,numeric__Thuyết minh,numeric__Số đầu năm > Giá trị(trình bày lại),numeric__Số đầu năm > Số có khả năng trả nợ,numeric__Trong năm > Tăng trong năm,numeric__Trong năm > Giảm trong năm,numeric__Đơn vị tính: VND > Số cuối năm > Giá trị,numeric__Đơn vị tính: VND > Số cuối năm > Số có khả năng trả nợ
Vay dài hạn ngân hàng đến hạn trả,Vay dài hạn ngân hàng đến hạn trả,Vay dài hạn ngân hàng đến hạn trả,26.2.1,1.176.868.123.531,1.176.868.123.531,2.130.548.540.783,(2.702.946.745.656),604.469.918.658,604.469.918.658,2621.0,1176868123531.0,1176868123531.0,2130548540783.0,-2702946745656.0,604469918658.0,604469918658.0
Vay ngắn hạn ngân hàng,Vay ngắn hạn ngân hàng,Vay ngắn hạn ngân hàng,26.1.1,-,-,5.707.884.582.328,(5.347.436.706.892),360.447.875.436,360.447.875.436,2611.0,,,5707884582328.0,-5347436706892.0,360447875436.0,360447875436.0
Vay ngắn hạn khác,Vay ngắn hạn khác,Vay ngắn hạn khác,26.1.2,122.200.000.000,122.200.000.000,614.103.292.607,(276.603.292.607),459.700.000.000,459.700.000.000,2612.0,122200000000.0,122200000000.0,614103292607.0,-276603292607.0,459700000000.0,459700000000.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,,1.299.068.123.531,1.299.068.123.531,8.452.536.415.718,(8.326.986.745.155),1.424.617.794.094,1.424.617.794.094,,1299068123531.0,1299068123531.0,8452536415718.0,-8326986745155.0,1424617794094.0,1424617794094.0
Trong đó:Vay ngắn hạn từ các bên liên quan,Trong đó:Vay ngắn hạn từ các bên liên quan,Trong đó:Vay ngắn hạn từ các bên liên quan,37,10.000.000.000,10.000.000.000,475.000.000.000,(60.300.000.000),424.700.000.000,424.700.000.000,37.0,10000000000.0,10000000000.0,475000000000.0,-60300000000.0,424700000000.0,424700000000.0
Vay ngắn hạn khác,Vay ngắn hạn khác,Vay ngắn hạn khác,,1.289.068.123.531,1.289.068.123.531,7.977.536.415.718,(8.266.686.745.155),999.917.794.094,999.917.794.094,,1289068123531.0,1289068123531.0,7977536415718.0,-8266686745155.0,999917794094.0,999917794094.0
