row_label_raw,row_label_full,Bên liên quan > Chỉ phí phải trả ngắn hạn (Thuyết minh số 23)Công ty TNHH Đầu tưvà Phát triển Đô thị NgọcViễn Đông,Mối quan hệ > Công ty liên kết,Nội dung nghiệp vụ > Lãi đi vay phải trả,Số cuối năm VND > 5.025.300.000,Số đầu năm VND > 301.388.889,numeric__Mối quan hệ > Công ty liên kết,numeric__Nội dung nghiệp vụ > Lãi đi vay phải trả,numeric__Số cuối năm VND > 5.025.300.000,numeric__Số đầu năm VND > 301.388.889
Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,Các bên liên quankhác,Phải trả khác,1.451.350.924,-,,,1451350924.0,
,,,,,6.476.650.924,301.388.889,,,6476650924.0,301388889.0
"Các khoản phải trả, phải nộp ngắn hạn khác (Thuyết minh số 25)Thành viên quản lý chủchốt","Các khoản phải trả, phải nộp ngắn hạn khác (Thuyết minh số 25)Thành viên quản lý chủchốt","Các khoản phải trả, phải nộp ngắn hạn khác (Thuyết minh số 25)Thành viên quản lý chủchốt",Thành viên quản lýchủ chốt,Tiền đặt cọc mua biệt thựbiển của dự án VinpearlPhú Quốc,17.556.468.800,-,,,17556468800.0,
Công ty Thời trangM.Y.M,Công ty Thời trangM.Y.M,Công ty Thời trangM.Y.M,Công ty liên kết (từngày 10 tháng 12năm 2015),Tiền quản lý tập trung phải trảThu hộ phải trả,18.178.161.05186.238.674,-,,,1.8178161051862387e+18,
Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,Các bên liên quankhác,Phải trả khác,1.265.044.684,1.621.709.461,,,1265044684.0,1621709461.0
,,,,,37.085.913.209,1.621.709.461,,,37085913209.0,1621709461.0
Vay và nợ ngắn hạn (Thuyết minh số 26.1)Công ty TNHH Đầu tư và Phát triển Đô thị NgọcViễn Đông,Vay và nợ ngắn hạn (Thuyết minh số 26.1)Công ty TNHH Đầu tư và Phát triển Đô thị NgọcViễn Đông,Vay và nợ ngắn hạn (Thuyết minh số 26.1)Công ty TNHH Đầu tư và Phát triển Đô thị NgọcViễn Đông,Công ty liên kết,Vay ngắn hạn,424.700.000.000,10.000.000.000,,,424700000000.0,10000000000.0
Vay và nợ ngắn hạn (Thuyết minh số 26.1)Công ty TNHH Đầu tư và Phát triển Đô thị NgọcViễn Đông,Vay và nợ ngắn hạn (Thuyết minh số 26.1)Công ty TNHH Đầu tư và Phát triển Đô thị NgọcViễn Đông,Vay và nợ ngắn hạn (Thuyết minh số 26.1)Công ty TNHH Đầu tư và Phát triển Đô thị NgọcViễn Đông,Công ty liên kết,Vay ngắn hạn,424.700.000.000,10.000.000.000,,,424700000000.0,10000000000.0
