row_label_raw,row_label_full,TÀI SẢN,Mã số,TM,31/12/2016,Đơn vị tính: VND01/01/2016,numeric__Mã số,numeric__TM,numeric__31/12/2016,numeric__Đơn vị tính: VND01/01/2016
A/ TÀI SẢN NGĂN HẠN,A/ TÀI SẢN NGĂN HẠN,A/ TÀI SẢN NGĂN HẠN,100,,2.319.117.075.857,1.620.261.563.262,100.0,,2319117075857.0,1620261563262.0
I/ Tiền và các khoản tương đương tiền,I/ Tiền và các khoản tương đương tiền,I/ Tiền và các khoản tương đương tiền,110,V.01,106.384.700.676,19.027.821.561,110.0,,106384700676.0,19027821561.0
1. Tiền,1. Tiền,1. Tiền,111,,38.384.700.676,19.027.821.561,111.0,,38384700676.0,19027821561.0
2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,112,,68.000.000.000,-,112.0,,68000000000.0,
II/ Đầu tư tài chính ngắn hạn,II/ Đầu tư tài chính ngắn hạn,II/ Đầu tư tài chính ngắn hạn,120,,-,-,120.0,,,
III/ Các khoản phải thu ngắn hạn,III/ Các khoản phải thu ngắn hạn,III/ Các khoản phải thu ngắn hạn,130,,1.002.515.092.238,374.661.021.180,130.0,,1002515092238.0,374661021180.0
1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,131,V.02,893.307.972.897,77.944.650.439,131.0,,893307972897.0,77944650439.0
2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,132,V.03,38.873.781.189,166.515.151.106,132.0,,38873781189.0,166515151106.0
3. Phải thu về cho vay ngắn hạn,3. Phải thu về cho vay ngắn hạn,3. Phải thu về cho vay ngắn hạn,135,V.04,10.200.000.000,-,135.0,,10200000000.0,
4. Phải thu ngắn hạn khác,4. Phải thu ngắn hạn khác,4. Phải thu ngắn hạn khác,136,V.05,60.385.806.659,130.453.688.142,136.0,,60385806659.0,130453688142.0
5. Dự phòng phải thu ngắn hạn khó đòi,5. Dự phòng phải thu ngắn hạn khó đòi,5. Dự phòng phải thu ngắn hạn khó đòi,137,,(252.468.507),(252.468.507),137.0,,-252468507.0,-252468507.0
IV/ Hàng tồn kho,IV/ Hàng tồn kho,IV/ Hàng tồn kho,140,,1.146.252.897.520,1.136.028.354.564,140.0,,1146252897520.0,1136028354564.0
1. Hàng tồn kho,1. Hàng tồn kho,1. Hàng tồn kho,141,V.06,1.146.252.897.520,1.136.028.354.564,141.0,,1146252897520.0,1136028354564.0
V/ Tài sản ngắn hạn khác,V/ Tài sản ngắn hạn khác,V/ Tài sản ngắn hạn khác,150,,63.964.385.423,90.544.365.957,150.0,,63964385423.0,90544365957.0
1. Thuế GTGT được khấu trừ,1. Thuế GTGT được khấu trừ,1. Thuế GTGT được khấu trừ,152,,63.879.305.617,89.362.739.816,152.0,,63879305617.0,89362739816.0
2. Thuế và các khoản phải thu Nhà nước,2. Thuế và các khoản phải thu Nhà nước,2. Thuế và các khoản phải thu Nhà nước,153,V.15,85.079.806,1.181.626.141,153.0,,85079806.0,1181626141.0
B/ TÀI SẢN DÀI HẠN,B/ TÀI SẢN DÀI HẠN,B/ TÀI SẢN DÀI HẠN,200,,374.394.216.626,490.221.839.316,200.0,,374394216626.0,490221839316.0
I/ Các khoản phải thu dài hạn,I/ Các khoản phải thu dài hạn,I/ Các khoản phải thu dài hạn,210,,114.752.022.000,84.752.022.000,210.0,,114752022000.0,84752022000.0
1. Phải thu về cho vay dài hạn,1. Phải thu về cho vay dài hạn,1. Phải thu về cho vay dài hạn,215,V.04,1.825.000.000,1.825.000.000,215.0,,1825000000.0,1825000000.0
2. Phải thu dài hạn khác,2. Phải thu dài hạn khác,2. Phải thu dài hạn khác,216,V.05,112.927.022.000,82.927.022.000,216.0,,112927022000.0,82927022000.0
II/ Tài sản cố định,II/ Tài sản cố định,II/ Tài sản cố định,220,,13.074.471.331,5.703.089.740,220.0,,13074471331.0,5703089740.0
1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,221,V.07,13.074.471.331,5.703.089.740,221.0,,13074471331.0,5703089740.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,222,,20.455.511.419,14.720.800.884,222.0,,20455511419.0,14720800884.0
