row_label_raw,row_label_full,col_0,Năm 2016VND,Năm 2015VND,numeric__Năm 2016VND,numeric__Năm 2015VND
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,2.281.949.493,2.991.684.863,2281949493.0,2991684863.0
Cộng,Cộng,Cộng,2.281.949.493,2.991.684.863,2281949493.0,2991684863.0
b) Chi phí quản lý doanh nghiệp,b) Chi phí quản lý doanh nghiệp,b) Chi phí quản lý doanh nghiệp,b) Chi phí quản lý doanh nghiệp,b) Chi phí quản lý doanh nghiệp,,
,,,Năm 2016VND,Năm 2015VND,,
Chi phí nhân viên quản lý,b) Chi phí quản lý doanh nghiệp > Chi phí nhân viên quản lý,Chi phí nhân viên quản lý,15.364.417.187,5.909.301.919,15364417187.0,5909301919.0
Chi phí vật liệu quản lý,b) Chi phí quản lý doanh nghiệp > Chi phí vật liệu quản lý,Chi phí vật liệu quản lý,198.289.712,-,198289712.0,
Chi phí đồ dùng văn phòng,b) Chi phí quản lý doanh nghiệp > Chi phí đồ dùng văn phòng,Chi phí đồ dùng văn phòng,2.884.934.922,1.137.309.516,2884934922.0,1137309516.0
Chi phí khấu hao TSCĐ,b) Chi phí quản lý doanh nghiệp > Chi phí khấu hao TSCĐ,Chi phí khấu hao TSCĐ,2.206.532.037,802.690.863,2206532037.0,802690863.0
"Thuế, phí và lệ phí","b) Chi phí quản lý doanh nghiệp > Thuế, phí và lệ phí","Thuế, phí và lệ phí",2.564.232,-,2564232.0,
Chi phí dịch vụ mua ngoài,b) Chi phí quản lý doanh nghiệp > Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,1.630.542.130,1.082.970.644,1630542130.0,1082970644.0
Chi phí bằng tiền khác,b) Chi phí quản lý doanh nghiệp > Chi phí bằng tiền khác,Chi phí bằng tiền khác,9.610.403.415,1.756.675.149,9610403415.0,1756675149.0
Cộng,b) Chi phí quản lý doanh nghiệp > Cộng,Cộng,31.897.683.635,10.688.948.091,31897683635.0,10688948091.0
