row_label_raw,row_label_full,Nội dung,Trang,numeric__Trang
Báo cáo của Ban Tổng Giám đốc,Báo cáo của Ban Tổng Giám đốc,Báo cáo của Ban Tổng Giám đốc,2 - 3,
Báo cáo Kiểm toán độc lập,Báo cáo Kiểm toán độc lập,Báo cáo Kiểm toán độc lập,4 - 5,
Báo cáo tài chính hợp nhất đã được kiểm toán,Báo cáo tài chính hợp nhất đã được kiểm toán,Báo cáo tài chính hợp nhất đã được kiểm toán,,
Bàng cân đối kế toán hợp nhất,Bàng cân đối kế toán hợp nhất,Bàng cân đối kế toán hợp nhất,6 - 7,
Báo cáo kết quả hoạt động kinh doanh hợp nhất,Bàng cân đối kế toán hợp nhất > Báo cáo kết quả hoạt động kinh doanh hợp nhất,Báo cáo kết quả hoạt động kinh doanh hợp nhất,8,8.0
Báo cáo lưu chuyển tiền tệ hợp nhất,Bàng cân đối kế toán hợp nhất > Báo cáo lưu chuyển tiền tệ hợp nhất,Báo cáo lưu chuyển tiền tệ hợp nhất,9,9.0
Bản thuyết minh Báo cáo tài chính hợp nhất,Bản thuyết minh Báo cáo tài chính hợp nhất,Bản thuyết minh Báo cáo tài chính hợp nhất,10 - 39,
