row_label_raw,row_label_full,col_0,Giá trị ghi số > 31/12/2016,Giá trị ghi số > 01/01/2016,numeric__Giá trị ghi số > 31/12/2016,numeric__Giá trị ghi số > 01/01/2016
,,,VND,VND,,
Nợ phải trả tài chính,Nợ phải trả tài chính,Nợ phải trả tài chính,Nợ phải trả tài chính,Nợ phải trả tài chính,,
Vay và nợ,Nợ phải trả tài chính > Vay và nợ,Vay và nợ,606.943.700.225,405.794.893.514,606943700225.0,405794893514.0
Phải trả người bán và phải trả khác,Nợ phải trả tài chính > Phải trả người bán và phải trả khác,Phải trả người bán và phải trả khác,716.889.690.155,519.182.345.602,716889690155.0,519182345602.0
Chi phí phải trả,Nợ phải trả tài chính > Chi phí phải trả,Chi phí phải trả,688.072.340.420,763.305.431.712,688072340420.0,763305431712.0
,,,2.011.905.730.800,1.688.282.670.828,2011905730800.0,1688282670828.0
