row_label_raw,row_label_full,Công ty Galaxy ViệtNam,31/12/2016 > Giá trịVND > 725.338.062,31/12/2016 > Số có khảnăng trả nợVND > 725.338.062,01/01/2016 > Giá trịVND > 7.070.338.062,01/01/2016 > Số có khảnăng trả nợVND > 7.070.338.062,numeric__31/12/2016 > Giá trịVND > 725.338.062,numeric__31/12/2016 > Số có khảnăng trả nợVND > 725.338.062,numeric__01/01/2016 > Giá trịVND > 7.070.338.062,numeric__01/01/2016 > Số có khảnăng trả nợVND > 7.070.338.062
Công ty CP Đầu tư VănPhú số 1,Công ty CP Đầu tư VănPhú số 1,Công ty CP Đầu tư VănPhú số 1,24.462.464.000,24.462.464.000,-,-,24462464000.0,24462464000.0,,
Phải trả cho các đốitương khác,Phải trả cho các đốitương khác,Phải trả cho các đốitương khác,206.968.462.319,206.968.462.319,66.741.844.790,66.741.844.790,206968462319.0,206968462319.0,66741844790.0,66741844790.0
Cộng,Cộng,Cộng,232.156.264.381,232.156.264.381,73.812.182.852,73.812.182.852,232156264381.0,232156264381.0,73812182852.0,73812182852.0
