row_label_raw,row_label_full,col_0,Giá trị ghi số > 31/12/2016,Giá trị ghi số > 31/12/2016_1,Giá trị ghi số > 01/01/2016,Giá trị ghi số > 01/01/2016_1,numeric__Giá trị ghi số > 31/12/2016,numeric__Giá trị ghi số > 31/12/2016_1,numeric__Giá trị ghi số > 01/01/2016,numeric__Giá trị ghi số > 01/01/2016_1
,,,Giá gốc VND,Dự phòng VND,Giá gốc VND,Dự phòng VND,,,,
Tài sản tài chính,Tài sản tài chính,Tài sản tài chính,Tài sản tài chính,Tài sản tài chính,Tài sản tài chính,Tài sản tài chính,,,,
Tiền và các khoản tương đương tiền,Tài sản tài chính > Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,106.384.700.676,-,19.027.821.561,-,106384700676.0,,19027821561.0,
Phải thu khách hàng và phải thu khác,Tài sản tài chính > Phải thu khách hàng và phải thu khác,Phải thu khách hàng và phải thu khác,1.066.620.801.556,(252.468.507),291.325.360.581,(252.468.507),1066620801556.0,-252468507.0,291325360581.0,-252468507.0
Đầu tư tài chính,Tài sản tài chính > Đầu tư tài chính,Đầu tư tài chính,205.612.870.977,-,357.285.706.000,-,205612870977.0,,357285706000.0,
,,,1.378.618.373.209,(252.468.507),667.638.888.142,(252.468.507),1378618373209.0,-252468507.0,667638888142.0,-252468507.0
