row_label_raw,row_label_full,Thuế giá trị gia tăng,Số phải thu cuối năm VND > -,Số phải nộp cuối năm VND > 9.792.893.526,Số đã thực nộp trong năm VND > 4.003.625.855,Số phải nộp trong năm VND > 13.796.519.381,Số phải thu đầu năm VND > -,Số phải nộp đầu năm VND > -,numeric__Số phải thu cuối năm VND > -,numeric__Số phải nộp cuối năm VND > 9.792.893.526,numeric__Số đã thực nộp trong năm VND > 4.003.625.855,numeric__Số phải nộp trong năm VND > 13.796.519.381,numeric__Số phải thu đầu năm VND > -,numeric__Số phải nộp đầu năm VND > -
Thuế tiêu thụ đặc biệt,Thuế tiêu thụ đặc biệt,Thuế tiêu thụ đặc biệt,-,-,766.113.075,766.113.075,-,-,,,766113075.0,766113075.0,,
"Thuế xuất, nhập khẩu","Thuế xuất, nhập khẩu","Thuế xuất, nhập khẩu",-,-,630.916.650,630.916.650,-,-,,,630916650.0,630916650.0,,
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,68.372.284,2.516.740.545,2.337.000.000,5.828.544.606,1.043.176.345,-,68372284.0,2516740545.0,2337000000.0,5828544606.0,1043176345.0,
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,16.707.522,33.581.573,351.125.860,423.607.783,61.538.007,5.930.135,16707522.0,33581573.0,351125860.0,423607783.0,61538007.0,5930135.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,-,-,335.551.390,412.463.179,76.911.789,-,,,335551390.0,412463179.0,76911789.0,
"Phí, lệ phí và các khoản khác","Phí, lệ phí và các khoản khác","Phí, lệ phí và các khoản khác",-,584.294.927,968.760.000,968.760.000,-,584.294.927,,584294927.0,968760000.0,968760000.0,,584294927.0
Cộng,Cộng,Cộng,85.079.806,12.927.510.571,9.393.092.830,22.826.924.674,1.181.626.141,590.225.062,85079806.0,12927510571.0,9393092830.0,22826924674.0,1181626141.0,590225062.0
