row_label_raw,row_label_full,col_0,31/12/2016 > Giá trị VND,31/12/2016 > Dự phòng VND,01/01/2016 > Giá trị VND,01/01/2016 > Dự phòng VND,numeric__31/12/2016 > Giá trị VND,numeric__31/12/2016 > Dự phòng VND,numeric__01/01/2016 > Giá trị VND,numeric__01/01/2016 > Dự phòng VND
Công ty CP Tài nguyên và Môi trường Trường Minh,Công ty CP Tài nguyên và Môi trường Trường Minh,Công ty CP Tài nguyên và Môi trường Trường Minh,4.173.090,-,-,-,4173090.0,,,
Công ty CP Đầu tư Văn Phú - IPS,Công ty CP Đầu tư Văn Phú - IPS,Công ty CP Đầu tư Văn Phú - IPS,6.605.212,-,-,-,6605212.0,,,
Công ty CP Đầu tư và Phát triển Thương mại Văn Phú,Công ty CP Đầu tư và Phát triển Thương mại Văn Phú,Công ty CP Đầu tư và Phát triển Thương mại Văn Phú,1.191.322.284,-,-,-,1191322284.0,,,
Công ty CP ĐT Văn Phú số 1,Công ty CP ĐT Văn Phú số 1,Công ty CP ĐT Văn Phú số 1,19.527.354.012,-,,-,19527354012.0,,,
Công ty CP ĐT Văn Phú số 2,Công ty CP ĐT Văn Phú số 2,Công ty CP ĐT Văn Phú số 2,25.838.103.315,-,,-,25838103315.0,,,
Công ty CP thời trang Gina Le,Công ty CP thời trang Gina Le,Công ty CP thời trang Gina Le,,-,,-,,,,
Công ty CP Tư vấn Đầu tư và Phát triển kiến trúc I.D.E.A,Công ty CP thời trang Gina Le > Công ty CP Tư vấn Đầu tư và Phát triển kiến trúc I.D.E.A,Công ty CP Tư vấn Đầu tư và Phát triển kiến trúc I.D.E.A,23.232.574,-,23.242.360,-,23232574.0,,23242360.0,
Nguyễn Minh Tuấn,Công ty CP thời trang Gina Le > Nguyễn Minh Tuấn,Nguyễn Minh Tuấn,1.322.712.000,-,1.322.712.000,-,1322712000.0,,1322712000.0,
Hoàng Thị Liên,Công ty CP thời trang Gina Le > Hoàng Thị Liên,Hoàng Thị Liên,46.726.820.000,-,1.101.820.000,-,46726820000.0,,1101820000.0,
Vũ Thanh Tuấn,Công ty CP thời trang Gina Le > Vũ Thanh Tuấn,Vũ Thanh Tuấn,9.285.000.000,-,-,-,9285000000.0,,,
Tô Như Thắng,Công ty CP thời trang Gina Le > Tô Như Thắng,Tô Như Thắng,360.000.000,-,-,-,360000000.0,,,
Tạ Hữu Long,Công ty CP thời trang Gina Le > Tạ Hữu Long,Tạ Hữu Long,45.625.000.000,-,-,-,45625000000.0,,,
Cộng,Công ty CP thời trang Gina Le > Cộng,Cộng,149.910.322.487,-,2.447.774.360,-,149910322487.0,,2447774360.0,
