row_label_raw,row_label_full,col_0,Cho năm tài chínhkết thúc ngày 31tháng 12 năm 2021VND,Cho năm tài chínhkết thúc ngày 31tháng 12 năm 2020VND,numeric__Cho năm tài chínhkết thúc ngày 31tháng 12 năm 2021VND,numeric__Cho năm tài chínhkết thúc ngày 31tháng 12 năm 2020VND
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,68.815.081.524,65.277.664.448,68815081524.0,65277664448.0
Chi phí vật liệu quản lý và đồ dùng văn phòng,Chi phí vật liệu quản lý và đồ dùng văn phòng,Chi phí vật liệu quản lý và đồ dùng văn phòng,780.514.355,1.204.346.460,780514355.0,1204346460.0
Chi phí khấu hao tài sản cố định,Chi phí khấu hao tài sản cố định,Chi phí khấu hao tài sản cố định,15.505.001.196,13.857.428.027,15505001196.0,13857428027.0
"Thuế, phí, lệ phí","Thuế, phí, lệ phí","Thuế, phí, lệ phí",203.143.350,110.840.102,203143350.0,110840102.0
Tiền thuê đất,Tiền thuê đất,Tiền thuê đất,1.872.680.189,1.799.672.652,1872680189.0,1799672652.0
Chi phí tư vấn,Chi phí tư vấn,Chi phí tư vấn,3.843.226.078,5.982.937.500,3843226078.0,5982937500.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,55.374.101.064,62.487.931.306,55374101064.0,62487931306.0
"- Chi tuyển truyền, quảng cáo","- Chi tuyển truyền, quảng cáo","- Chi tuyển truyền, quảng cáo",6.603.660.813,8.608.052.998,6603660813.0,8608052998.0
- Chi phí thuê văn phòng,- Chi phí thuê văn phòng,- Chi phí thuê văn phòng,25.761.956.460,25.761.956.465,25761956460.0,25761956465.0
- Chi khác,- Chi khác,- Chi khác,23.008.483.791,28.117.921.843,23008483791.0,28117921843.0
Chi phí quản lý khác,Chi phí quản lý khác,Chi phí quản lý khác,34.740.377.847,28.097.185.033,34740377847.0,28097185033.0
"- Các khoản trích theo lương, công tác phí","- Các khoản trích theo lương, công tác phí","- Các khoản trích theo lương, công tác phí",12.069.780.735,12.747.673.477,12069780735.0,12747673477.0
"- Chi an sinh xã hội, tài trợ giáo dục, y tế","- Chi an sinh xã hội, tài trợ giáo dục, y tế","- Chi an sinh xã hội, tài trợ giáo dục, y tế",2.832.458.462,2.020.492.350,2832458462.0,2020492350.0
- Chi bảo hiểm con người và bảo hiểm tài sản,- Chi bảo hiểm con người và bảo hiểm tài sản,- Chi bảo hiểm con người và bảo hiểm tài sản,6.041.020.640,5.736.629.327,6041020640.0,5736629327.0
- Chi khác,- Chi khác,- Chi khác,13.797.118.010,7.592.389.879,13797118010.0,7592389879.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,181.134.125.603,178.818.005.528,181134125603.0,178818005528.0
