row_label_raw,row_label_full,col_0,Ngày 31 tháng 12 năm 2020 > Giá trị VND,Ngày 31 tháng 12 năm 2020 > Số có khả năng trả nợ VND,Ngày 31 tháng 12 năm 2020 > Tăng VND,Ngày 31 tháng 12 năm 2020 > Giảm VND,Ngày 31 tháng 12 năm 2021 > Giá trị VND,Ngày 31 tháng 12 năm 2021 > Số có khả năng trả nợ VND,numeric__Ngày 31 tháng 12 năm 2020 > Giá trị VND,numeric__Ngày 31 tháng 12 năm 2020 > Số có khả năng trả nợ VND,numeric__Ngày 31 tháng 12 năm 2020 > Tăng VND,numeric__Ngày 31 tháng 12 năm 2020 > Giảm VND,numeric__Ngày 31 tháng 12 năm 2021 > Giá trị VND,numeric__Ngày 31 tháng 12 năm 2021 > Số có khả năng trả nợ VND
Vay dài hạn,Vay dài hạn,Vay dài hạn,Vay dài hạn,Vay dài hạn,Vay dài hạn,Vay dài hạn,Vay dài hạn,Vay dài hạn,,,,,,
Vay ngân hàng (*),Vay dài hạn > Vay ngân hàng (*),Vay ngân hàng (*),215.067.835.214,215.067.835.214,25.572.000.000,(73.926.641.238),166.713.193.976,166.713.193.976,215067835214.0,215067835214.0,25572000000.0,-73926641238.0,166713193976.0,166713193976.0
TỔNG CỘNG,Vay dài hạn > TỔNG CỘNG,TỔNG CỘNG,215.067.835.214,215.067.835.214,25.572.000.000,(73.926.641.238),166.713.193.976,166.713.193.976,215067835214.0,215067835214.0,25572000000.0,-73926641238.0,166713193976.0,166713193976.0
