row_label_raw,row_label_full,col_0,Chưa quá hạn và không giảm giá trị,Quá hạn nhưng không giảm giá trị riêng lẻ,Bị giảm giá trị riêng lẻ (*),Đơn vị tính: VND Tổng cộng,numeric__Chưa quá hạn và không giảm giá trị,numeric__Quá hạn nhưng không giảm giá trị riêng lẻ,numeric__Bị giảm giá trị riêng lẻ (*),numeric__Đơn vị tính: VND Tổng cộng
Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,284.719.971.015,-,-,284.719.971.015,284719971015.0,,,284719971015.0
Đầu tư nắm giữ đến ngày đáo hạn,Đầu tư nắm giữ đến ngày đáo hạn,Đầu tư nắm giữ đến ngày đáo hạn,4.543.089.799.062,-,-,4.543.089.799.062,4543089799062.0,,,4543089799062.0
- Trái phiếu,- Trái phiếu,- Trái phiếu,863.330.166.190,-,-,863.330.166.190,863330166190.0,,,863330166190.0
- Hợp đồng tiền gửi,- Hợp đồng tiền gửi,- Hợp đồng tiền gửi,3.679.759.632.872,-,-,3.679.759.632.872,3679759632872.0,,,3679759632872.0
Các khoản phải thu,Các khoản phải thu,Các khoản phải thu,692.938.897.479,-,-,692.938.897.479,692938897479.0,,,692938897479.0
- Phải thu từ các bên liên quan,- Phải thu từ các bên liên quan,- Phải thu từ các bên liên quan,73.680.366.716,-,-,73.680.366.716,73680366716.0,,,73680366716.0
- Phải thu cổ tức và lợi nhuận,- Phải thu cổ tức và lợi nhuận,- Phải thu cổ tức và lợi nhuận,609.733.491.719,-,-,609.733.491.719,609733491719.0,,,609733491719.0
- Phải thu khác,- Phải thu khác,- Phải thu khác,9.525.039.044,-,-,9.525.039.044,9525039044.0,,,9525039044.0
Tổng,Tổng,Tổng,5.520.748.667.556,-,-,5.520.748.667.556,5520748667556.0,,,5520748667556.0
