row_label_raw,row_label_full,Các bên liên quan,Giao dịch,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2021 VND,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2020 VND,numeric__Giao dịch,numeric__Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2021 VND,numeric__Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2020 VND
Công ty con (tiếp theo),Công ty con (tiếp theo),Công ty con (tiếp theo),Công ty con (tiếp theo),Công ty con (tiếp theo),Công ty con (tiếp theo),,,
Bảo hiểm Bảo Việt,Bảo hiểm Bảo Việt,Bảo hiểm Bảo Việt,Lợi nhuận được nhậnDoanh thu dịch vụ CNTTThu từ phân bổ chi phíDoanh thu phí đào tạoDoanh thu cho thuê văn phòngChi phí mua bảo hiểm,226.613.000.00087.880.607.9042.618.419.103227.560.5901.933.067.372(3.582.712.777),48.405.000.00083.640.766.9692.780.784.988193.756.8282.216.255.584(3.485.298.958),,,
BVF,Bảo hiểm Bảo Việt > BVF,BVF,Lợi nhuận được nhậnDoanh thu dịch vụ CNTTDoanh thu phí đào tạo,48.463.000.0001.705.112.155-,30.435.000.0001.591.180.75312.000.000,,,3.043500000015912e+28
BVSC,BVSC,BVSC,Cổ tức được nhậnDoanh thu dịch vụ CNTTPhi dịch vụ chứng khoánPhí tự vấn tổ chức hợp ĐHĐCDDoanh thu phí đào tạo,34.624.954.4001.511.454.396(624.563.486)(100.000.000)-,43.281.193.0003.045.329.432(1.995.449.270)(100.000.000)16.000.000,,,
BVInvest,BVInvest,BVInvest,Lợi nhuận được nhậnDoanh thu cho thuê văn phòng và khai thác bãi xeDoanh thu dịch vụ CNTTPhi quản lý tòa nhà và thủ lao ủy thác cho thuê văn phòngChi phí sửa chữa và các dịch vụ khácChi phí năng lượng,13.935.000.00061.080.350.997294.414.656(5.814.484.789)(4.328.281.536)(6.420.597.611),-60.707.599.174309.140.523(6.283.601.336)(4.005.250.930)(6.115.261.350),,,
