row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Ngày 31 tháng 12 năm 2021,Ngày 31 tháng 12 năm 2020,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Ngày 31 tháng 12 năm 2021,numeric__Ngày 31 tháng 12 năm 2020
100,100,100,A. TÀI SẢN NGĂN HẠN,,4.995.798.020.224,4.646.200.813.579,,,4995798020224.0,4646200813579.0
110,110,110,I. Tiền và các khoản tương đương tiền,5,65.595.878.785,284.719.971.015,,5.0,65595878785.0,284719971015.0
111,111,111,1. Tiền,,65.595.878.785,34.719.971.015,,,65595878785.0,34719971015.0
112,112,112,2. Các khoản tương đương tiền,,-,250.000.000.000,,,,250000000000.0
120,120,120,II. Đầu tư tài chính ngắn hạn,,4.006.104.986.164,3.439.334.361.164,,,4006104986164.0,3439334361164.0
121,121,121,1. Chứng khoán kinh doanh,6.1,73.104.986.164,55.334.361.164,,61.0,73104986164.0,55334361164.0
123,123,123,2. Đầu tư nằm giữ đến ngày đáo hạn,6.2,3.933.000.000.000,3.384.000.000.000,,62.0,3933000000000.0,3384000000000.0
130,130,130,III. Các khoản phải thu ngắn hạn,7,885.176.842.577,883.262.938.147,,7.0,885176842577.0,883262938147.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,,865.090.218.064,873.006.663.712,,,865090218064.0,873006663712.0
132,132,132,2. Trả trước cho người bán ngắn hạn,,10.023.104.980,198.791.000,,,10023104980.0,198791000.0
136,136,136,3. Phải thu ngắn hạn khác,,10.063.519.533,10.057.483.435,,,10063519533.0,10057483435.0
150,150,150,IV. Tài sản ngắn hạn khác,,38.920.312.698,38.883.543.253,,,38920312698.0,38883543253.0
151,151,151,1. Chi phí trả trước ngắn hạn,8,14.868.623.717,13.531.940.245,,8.0,14868623717.0,13531940245.0
152,152,152,2. Thuế GTGT được khấu trừ,14,24.051.688.981,24.051.688.981,,14.0,24051688981.0,24051688981.0
153,153,153,3. Thuế và các khoản khác phải thu Nhà nước,14,-,1.299.914.027,,14.0,,1299914027.0
200,200,200,B. TÀI SẢN DÀI HẠN,,13.911.860.237.999,13.953.916.461.231,,,13911860237999.0,13953916461231.0
220,220,220,I. Tài sản cố định,,650.696.812.018,628.630.158.436,,,650696812018.0,628630158436.0
221,221,221,1. Tài sản cố định hữu hình,9,323.412.915.539,347.514.355.365,,9.0,323412915539.0,347514355365.0
222,222,222,Nguyên giá,,856.183.201.721,819.944.770.140,,,856183201721.0,819944770140.0
223,223,223,Giá trị hao mòn lũy kế,,(532.770.286.182),(472.430.414.775),,,-532770286182.0,-472430414775.0
227,227,227,2. Tài sản cố định vô hình,10,327.283.896.479,281.115.803.071,,10.0,327283896479.0,281115803071.0
228,228,228,Nguyên giá,,533.776.323.732,435.221.676.501,,,533776323732.0,435221676501.0
229,229,229,Giá trị hao mòn lũy kế,,(206.492.427.253),(154.105.873.430),,,-206492427253.0,-154105873430.0
240,240,240,II. Tài sản dở dang dài hạn,,271.136.347.373,308.693.071.956,,,271136347373.0,308693071956.0
242,242,242,1. Chi phí xây dựng cơ bản dở dang,11,271.136.347.373,308.693.071.956,,11.0,271136347373.0,308693071956.0
250,250,250,III. Đầu tư tài chính dài hạn,,12.984.419.283.079,12.986.897.174.058,,,12984419283079.0,12986897174058.0
251,251,251,1. Đầu tư vào công ty con và BVIF,6.3,10.352.286.148.720,9.352.286.148.720,,63.0,10352286148720.0,9352286148720.0
252,252,252,"2. Đầu tư vào công ty liên doanh, liên kết",6.3,2.138.200.000.000,2.138.200.000.000,,63.0,2138200000000.0,2138200000000.0
253,253,253,3. Đầu tư góp vốn vào đơn vị khác,6.3,527.895.480.716,616.781.114.000,,63.0,527895480716.0,616781114000.0
254,254,254,4. Dự phòng đầu tư tài chính dài hạn,6.3,(34.962.346.357),(89.940.967.187),,63.0,-34962346357.0,-89940967187.0
255,255,255,5. Đầu tư nằm giữ đến ngày đáo hạn,6.2,1.000.000.000,969.570.878.525,,62.0,1000000000.0,969570878525.0
260,260,260,IV. Tài sản dài hạn khác,,5.607.795.529,29.696.056.781,,,5607795529.0,29696056781.0
261,261,261,1. Chi phí trả trước dài hạn,8,5.607.795.529,29.696.056.781,,8.0,5607795529.0,29696056781.0
270,270,270,TỔNG CỘNG TÀI SẢN,,18.907.658.258.223,18.600.117.274.810,,,18907658258223.0,18600117274810.0
