row_label_raw,row_label_full,col_0,Số đầu năm > Giá trị,Số đầu năm > Số có khả năng trả nợ,Phát sinh trong năm > Tăng,Phát sinh trong năm > Giảm,Phát sinh trong năm > Chênh lệch tỷ giá,Đơn vị tính: VND > Số cuối năm > Giá trị,Đơn vị tính: VND > Số cuối năm > Số có khả năng trả nợ,numeric__Số đầu năm > Giá trị,numeric__Số đầu năm > Số có khả năng trả nợ,numeric__Phát sinh trong năm > Tăng,numeric__Phát sinh trong năm > Giảm,numeric__Phát sinh trong năm > Chênh lệch tỷ giá,numeric__Đơn vị tính: VND > Số cuối năm > Giá trị,numeric__Đơn vị tính: VND > Số cuối năm > Số có khả năng trả nợ
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,,,,,,,
Vay dài hạn đến hạn trả (Thuyết minh số 18.1),Vay ngắn hạn > Vay dài hạn đến hạn trả (Thuyết minh số 18.1),Vay dài hạn đến hạn trả (Thuyết minh số 18.1),100.480.322.540,100.480.322.540,105.912.186.884,(104.071.835.968),1.897.833.064,104.218.506.520,104.218.506.520,100480322540.0,100480322540.0,105912186884.0,-104071835968.0,1897833064.0,104218506520.0,104218506520.0
TỔNG CỘNG,Vay ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,100.480.322.540,100.480.322.540,105.912.186.884,(104.071.835.968),1.897.833.064,104.218.506.520,104.218.506.520,100480322540.0,100480322540.0,105912186884.0,-104071835968.0,1897833064.0,104218506520.0,104218506520.0
Vay dài hạn,Vay dài hạn,Vay dài hạn,Vay dài hạn,Vay dài hạn,Vay dài hạn,Vay dài hạn,Vay dài hạn,Vay dài hạn,Vay dài hạn,,,,,,,
Vay dài hạn (Thuyết minh số 18.1),Vay dài hạn > Vay dài hạn (Thuyết minh số 18.1),Vay dài hạn (Thuyết minh số 18.1),1.103.255.696.216,1.103.255.696.216,-,(105.912.186.884),43.943.181.943,1.041.286.691.275,1.041.286.691.275,1103255696216.0,1103255696216.0,,-105912186884.0,43943181943.0,1041286691275.0,1041286691275.0
Vay dài hạn (Thuyết minh số 18.1),Vay dài hạn > Vay dài hạn (Thuyết minh số 18.1),Vay dài hạn (Thuyết minh số 18.1),1.103.255.696.216,1.103.255.696.216,-,(105.912.186.884),43.943.181.943,1.041.286.691.275,1.041.286.691.275,1103255696216.0,1103255696216.0,,-105912186884.0,43943181943.0,1041286691275.0,1041286691275.0
TỔNG CỘNG,Vay dài hạn > TỔNG CỘNG,TỔNG CỘNG,1.203.736.018.756,1.203.736.018.756,105.912.186.884,(209.984.022.852),45.841.015.007,1.145.505.197.795,1.145.505.197.795,1203736018756.0,1203736018756.0,105912186884.0,-209984022852.0,45841015007.0,1145505197795.0,1145505197795.0
