row_label_raw,row_label_full,Thuế giá trị gia tăng,Số đầu năm > 8.370.688.522,Số phải nộp trong năm > 166.599.133.935,Số đã nộp trong năm > (145.492.475.254),Đơn vị tính: VND > 29.477.347.203,numeric__Số đầu năm > 8.370.688.522,numeric__Số phải nộp trong năm > 166.599.133.935,numeric__Số đã nộp trong năm > (145.492.475.254),numeric__Đơn vị tính: VND > 29.477.347.203
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,111.192.479.865,214.228.338.491,(231.742.479.866),93.678.338.490,111192479865.0,214228338491.0,-231742479866.0,93678338490.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,3.367.904.300,6.376.592.972,(9.211.155.027),533.342.245,3367904300.0,6376592972.0,-9211155027.0,533342245.0
Thuế tài nguyên,Thuế tài nguyên,Thuế tài nguyên,22.792.924.257,339.259.745.258,(330.024.205.743),32.028.463.772,22792924257.0,339259745258.0,-330024205743.0,32028463772.0
Thuế khác,Thuế khác,Thuế khác,27.582.841.512,143.464.987.884,(136.114.191.552),34.933.637.844,27582841512.0,143464987884.0,-136114191552.0,34933637844.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,173.306.838.456,869.928.798.540,(852.584.507.442),190.651.129.554,173306838456.0,869928798540.0,-852584507442.0,190651129554.0
