row_label_raw,row_label_full,TỔNG CỘNG,TỔNG CỘNG_1,11.111.319.653,7.000.752.320,numeric__TỔNG CỘNG_1,numeric__11.111.319.653,numeric__7.000.752.320
Phải trả khác ngắn hạn (Thuyết minh số 17),Phải trả khác ngắn hạn (Thuyết minh số 17),Phải trả khác ngắn hạn (Thuyết minh số 17),Phải trả khác ngắn hạn (Thuyết minh số 17),,,,,
Tổng Công ty Phát điện 1,Phải trả khác ngắn hạn (Thuyết minh số 17) > Tổng Công ty Phát điện 1,Tổng Công ty Phát điện 1,Phải trả cổ tức,-,506.972.330.802,,,506972330802.0
Tập đoàn Điện lực Việt Nam,Phải trả khác ngắn hạn (Thuyết minh số 17) > Tập đoàn Điện lực Việt Nam,Tập đoàn Điện lực Việt Nam,Mua dịch vụ,264.311.112,448.610.802,,264311112.0,448610802.0
TỔNG CỘNG,Phải trả khác ngắn hạn (Thuyết minh số 17) > TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,264.311.112,507.420.941.604,,264311112.0,507420941604.0
