row_label_raw,row_label_full,Đối tượng,Số cuối năm > VND,Số cuối năm > Nguyên tệ,Lãi suất/năm,numeric__Số cuối năm > VND,numeric__Số cuối năm > Nguyên tệ,numeric__Lãi suất/năm
Công ty Cổ phần,Công ty Cổ phần,Công ty Cổ phần,701.049.302.450,4.005.996.014 JPY,"1,11% - 1,6%",701049302450.0,,
Tài chính Điện lực,Tài chính Điện lực,Tài chính Điện lực,,,,,,
