row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Lãi tiền gửi,Lãi tiền gửi,Lãi tiền gửi,30.139.336.981,21.270.113.322,30139336981.0,21270113322.0
Cổ tức được chia,Cổ tức được chia,Cổ tức được chia,1.289.534.500,11.929.534.500,1289534500.0,11929534500.0
Khác,Khác,Khác,1.678.625.014,46.290.398,1678625014.0,46290398.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,33.107.496.495,33.245.938.220,33107496495.0,33245938220.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải thu ngắn hạn các bên khác,Trong đó: > Phải thu ngắn hạn các bên khác,Phải thu ngắn hạn các bên khác,30.177.961.995,21.316.403.720,30177961995.0,21316403720.0
Phải thu ngắn hạn bên liên quan(Thuyết minh số 27),Trong đó: > Phải thu ngắn hạn bên liên quan(Thuyết minh số 27),Phải thu ngắn hạn bên liên quan(Thuyết minh số 27),2.929.534.500,11.929.534.500,2929534500.0,11929534500.0
