row_label_raw,row_label_full,col_0,31/12/2024,31/12/2024_1,01/01/2024,01/01/2024_1,numeric__31/12/2024,numeric__31/12/2024_1,numeric__01/01/2024,numeric__01/01/2024_1
,,,Giá gốc,Dự phòng,Giá gốc,Dự phòng,,,,
Chi phí sản xuất kinh doanh dở dang,Chi phí sản xuất kinh doanh dở dang,Chi phí sản xuất kinh doanh dở dang,1.854.588.509.084,-,1.944.381.827.650,-,1854588509084.0,,1944381827650.0,
"Dự án Tuy Hòa, Phú Yên (1.4 ha)","Dự án Tuy Hòa, Phú Yên (1.4 ha)","Dự án Tuy Hòa, Phú Yên (1.4 ha)",201.361.085.348,-,201.112.992.555,-,201361085348.0,,201112992555.0,
Dự án Khu ĐT mới Đề Thám Cao Bằng,Dự án Khu ĐT mới Đề Thám Cao Bằng,Dự án Khu ĐT mới Đề Thám Cao Bằng,301.650.817.430,-,347.974.974.983,-,301650817430.0,,347974974983.0,
"Dự án Khu ĐT Phía Nam, TP Bắc Giang","Dự án Khu ĐT Phía Nam, TP Bắc Giang","Dự án Khu ĐT Phía Nam, TP Bắc Giang",207.855.690.898,-,561.731.559.484,-,207855690898.0,,561731559484.0,
"Dự án Nhà ở TM, TP.Lào Cai","Dự án Nhà ở TM, TP.Lào Cai","Dự án Nhà ở TM, TP.Lào Cai",847.617.654.693,-,732.020.221.796,-,847617654693.0,,732020221796.0,
Các dự án khác,Các dự án khác,Các dự án khác,296.103.260.715,-,101.542.078.832,-,296103260715.0,,101542078832.0,
Thành phẩm,Thành phẩm,Thành phẩm,427.715.371.105,-,633.789.613.503,-,427715371105.0,,633789613503.0,
Dự án Phú Lăm,Dự án Phú Lăm,Dự án Phú Lăm,264.739.781.444,-,272.986.656.507,-,264739781444.0,,272986656507.0,
"DA ĐT km3,4 Hải Yên, Móng Cái, Quảng Ninh","DA ĐT km3,4 Hải Yên, Móng Cái, Quảng Ninh","DA ĐT km3,4 Hải Yên, Móng Cái, Quảng Ninh",162.975.589.661,-,360.802.956.996,-,162975589661.0,,360802956996.0,
Tổng,Tổng,Tổng,2.282.303.880.189,-,2.578.171.441.153,-,2282303880189.0,,2578171441153.0,
