row_label_raw,row_label_full,col_0,TÀI SẢN,MS,TM,31/12/2024VND,01/01/2024VND,numeric__TÀI SẢN,numeric__MS,numeric__TM,numeric__31/12/2024VND,numeric__01/01/2024VND
A -,A -,A -,TÀI SẢN NGĂN HẠN(100=110+120+130+140+150),100,,4.557.686.747.675,5.098.502.844.139,,100.0,,4557686747675.0,5098502844139.0
I.,I.,I.,Tiền và các khoản tương đương tiền,110,5.1,960.913.098,21.270.671.329,,110.0,51.0,960913098.0,21270671329.0
1.,1.,1.,Tiền,111,,960.913.098,21.270.671.329,,111.0,,960913098.0,21270671329.0
II.,II.,II.,Đầu tư tài chính ngắn hạn,120,,6.702.747.100,6.391.958.287,,120.0,,6702747100.0,6391958287.0
3.,3.,3.,Đầu tư nằm giữ đến ngày đáo hạn,123,5.2,6.702.747.100,6.391.958.287,,123.0,52.0,6702747100.0,6391958287.0
III.,III.,III.,Các khoản phải thu ngắn hạn,130,,2.256.330.473.372,2.403.477.109.632,,130.0,,2256330473372.0,2403477109632.0
1.,1.,1.,Phải thu ngắn hạn của khách hàng,131,5.3,71.618.547.177,98.763.785.759,,131.0,53.0,71618547177.0,98763785759.0
2.,2.,2.,Trả trước cho người bán ngắn hạn,132,5.4,1.009.915.234.048,948.294.702.815,,132.0,54.0,1009915234048.0,948294702815.0
5.,5.,5.,Phải thu về cho vay ngắn hạn,135,5.5,252.942.712.000,234.000.000,,135.0,55.0,252942712000.0,234000000.0
6.,6.,6.,Phải thu ngắn hạn khác,136,5.6,1.010.348.660.148,1.394.679.301.059,,136.0,56.0,1010348660148.0,1394679301059.0
7.,7.,7.,Dự phòng phải thu ngắn hạn khó đòi,137,5.7,(88.494.680.001),(38.494.680.001),,137.0,57.0,-88494680001.0,-38494680001.0
IV.,IV.,IV.,Hàng tồn kho,140,5.8,2.282.303.880.189,2.578.171.441.153,,140.0,58.0,2282303880189.0,2578171441153.0
1.,1.,1.,Hàng tồn kho,141,,2.282.303.880.189,2.578.171.441.153,,141.0,,2282303880189.0,2578171441153.0
V.,V.,V.,Tài sản ngắn hạn khác,150,,11.388.733.916,89.191.663.738,,150.0,,11388733916.0,89191663738.0
1.,1.,1.,Chi phí trả trước ngắn hạn,151,5.9,2.352.181.362,52.172.191.140,,151.0,59.0,2352181362.0,52172191140.0
2.,2.,2.,Thuế GTGT được khấu trừ,152,,9.036.552.554,37.019.472.598,,152.0,,9036552554.0,37019472598.0
B -,B -,B -,TÀI SẢN DÀI HẠN(200=210+220+230+240+250+260),200,,3.790.926.743.515,4.106.285.245.491,,200.0,,3790926743515.0,4106285245491.0
I.,I.,I.,Các khoản phải thu dài hạn,210,,250.716.248.117,227.756.000.000,,210.0,,250716248117.0,227756000000.0
5.,5.,5.,Phải thu về cho vay dài hạn,215,5.5,146.468.248.117,107.836.000.000,,215.0,55.0,146468248117.0,107836000000.0
6.,6.,6.,Phải thu dài hạn khác,216,5.6,104.248.000.000,119.920.000.000,,216.0,56.0,104248000000.0,119920000000.0
II.,II.,II.,Tài sản cố định,220,,549.187.551,805.726.167,,220.0,,549187551.0,805726167.0
1.,1.,1.,Tài sản cố định hữu hình,221,5.10,549.187.551,805.726.167,,221.0,510.0,549187551.0,805726167.0
,,,- Nguyên giá,222,,14.806.516.422,14.806.516.422,,222.0,,14806516422.0,14806516422.0
,,,- Giá trị hao mòn lũy kế,223,,(14.257.328.871),(14.000.790.255),,223.0,,-14257328871.0,-14000790255.0
3.,3.,3.,Tài sản cố định vô hình,227,5.11,,,,227.0,511.0,,
,,,- Nguyên giá,228,,30.000.000,30.000.000,,228.0,,30000000.0,30000000.0
,,,- Giá trị hao mòn lũy kế,229,,(30.000.000),(30.000.000),,229.0,,-30000000.0,-30000000.0
III.,III.,III.,Bất động sản đầu tư,230,5.12,428.254.121.008,459.803.587.448,,230.0,512.0,428254121008.0,459803587448.0
1.,1.,1.,Nguyên giá,231,,521.621.798.713,544.167.810.703,,231.0,,521621798713.0,544167810703.0
2.,2.,2.,Giá trị hao mòn lũy kế,232,,(93.367.677.705),(84.364.223.255),,232.0,,-93367677705.0,-84364223255.0
IV.,IV.,IV.,Tài sản dở dang dài hạn,240,,9.274.527.273,9.273.627.273,,240.0,,9274527273.0,9273627273.0
2.,2.,2.,Chi phí xây dựng cơ bản dở dang,242,5.13,9.274.527.273,9.273.627.273,,242.0,513.0,9274527273.0,9273627273.0
V.,V.,V.,Các khoản đầu tư tài chính dài hạn,250,5.14,3.090.056.066.926,3.407.644.066.926,,250.0,514.0,3090056066926.0,3407644066926.0
1.,1.,1.,Đầu tư vào công ty con,251,,3.003.792.000.000,3.003.500.000.000,,251.0,,3003792000000.0,3003500000000.0
2.,2.,2.,"Đầu tư vào công ty liên kết, liên doanh",252,,55.946.786.097,55.946.786.097,,252.0,,55946786097.0,55946786097.0
3.,3.,3.,Đầu tư góp vốn vào đơn vị khác,253,,30.317.280.829,348.197.280.829,,253.0,,30317280829.0,348197280829.0
VI.,VI.,VI.,Tài sản dài hạn khác,260,,12.076.592.640,1.002.237.677,,260.0,,12076592640.0,1002237677.0
1.,1.,1.,Chi phí trả trước dài hạn,261,5.9,12.076.592.640,1.002.237.677,,261.0,59.0,12076592640.0,1002237677.0
TỔNG CỘNG TÀI SẢN(270 = 100+200),TỔNG CỘNG TÀI SẢN(270 = 100+200),TỔNG CỘNG TÀI SẢN(270 = 100+200),TỔNG CỘNG TÀI SẢN(270 = 100+200),270,,8.348.613.491.190,9.204.788.089.630,,270.0,,8348613491190.0,9204788089630.0
