row_label_raw,row_label_full,col_0,31/12/2024 > Giá trị,31/12/2024 > Số có khả năng trả nợ,Phát sinh trong năm > Tăng,Phát sinh trong năm > Giảm,01/01/2024 > Giá trị,01/01/2024 > Số có khả năng trả nợ,numeric__31/12/2024 > Giá trị,numeric__31/12/2024 > Số có khả năng trả nợ,numeric__Phát sinh trong năm > Tăng,numeric__Phát sinh trong năm > Giảm,numeric__01/01/2024 > Giá trị,numeric__01/01/2024 > Số có khả năng trả nợ
Vay ngắn hạn ngân hàng,Vay ngắn hạn ngân hàng,Vay ngắn hạn ngân hàng,366.796.529.515,366.796.529.515,315.240.345.838,409.617.470.205,461.173.653.882,461.173.653.882,366796529515.0,366796529515.0,315240345838.0,409617470205.0,461173653882.0,461173653882.0
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,245.730.305.645,245.730.305.645,277.375.215.849,382.227.470.204,350.582.560.000,350.582.560.000,245730305645.0,245730305645.0,277375215849.0,382227470204.0,350582560000.0,350582560000.0
Ngân Hàng Thương mại cổ phần Phát Triển Thành phố Hồ Chí Minh (Hdbank - PGD Phan Đình Phùng (1.1),Ngân Hàng Thương mại cổ phần Phát Triển Thành phố Hồ Chí Minh (Hdbank - PGD Phan Đình Phùng (1.1),Ngân Hàng Thương mại cổ phần Phát Triển Thành phố Hồ Chí Minh (Hdbank - PGD Phan Đình Phùng (1.1),9.076.305.895,9.076.305.895,21.905.939.418,24.229.633.523,11.400.000.000,11.400.000.000,9076305895.0,9076305895.0,21905939418.0,24229633523.0,11400000000.0,11400000000.0
Ngân hàng Bảo Việt- chi nhánh Hà Nội (1.2),Ngân hàng Bảo Việt- chi nhánh Hà Nội (1.2),Ngân hàng Bảo Việt- chi nhánh Hà Nội (1.2),236.653.999.750,236.653.999.750,255.469.276.431,357.997.836.681,339.182.560.000,339.182.560.000,236653999750.0,236653999750.0,255469276431.0,357997836681.0,339182560000.0,339182560000.0
Vay dài hạn ngân hàng đến hạn trả,Vay dài hạn ngân hàng đến hạn trả,Vay dài hạn ngân hàng đến hạn trả,121.066.223.870,121.066.223.870,37.865.129.989,27.390.000.001,110.591.093.882,110.591.093.882,121066223870.0,121066223870.0,37865129989.0,27390000001.0,110591093882.0,110591093882.0
Ngân hàng Nông Nghiệp và Phát triển Nông thôn Việt Nam -Chi nhánh Hà Nội I (1.3),Ngân hàng Nông Nghiệp và Phát triển Nông thôn Việt Nam -Chi nhánh Hà Nội I (1.3),Ngân hàng Nông Nghiệp và Phát triển Nông thôn Việt Nam -Chi nhánh Hà Nội I (1.3),81.161.124.905,81.161.124.905,27.375.590.991,23.685.000.001,77.470.533.915,77.470.533.915,81161124905.0,81161124905.0,27375590991.0,23685000001.0,77470533915.0,77470533915.0
Ngân hàng Nông Nghiệp và Phát triển Nông thôn Việt Nam - Chi nhánh Cao Bằng (1.3),Ngân hàng Nông Nghiệp và Phát triển Nông thôn Việt Nam - Chi nhánh Cao Bằng (1.3),Ngân hàng Nông Nghiệp và Phát triển Nông thôn Việt Nam - Chi nhánh Cao Bằng (1.3),39.905.098.965,39.905.098.965,10.489.538.998,3.705.000.000,33.120.559.967,33.120.559.967,39905098965.0,39905098965.0,10489538998.0,3705000000.0,33120559967.0,33120559967.0
Vay dài hạn,Vay dài hạn,Vay dài hạn,98.800.000.000,98.800.000.000,98.800.000.000,34.965.129.988,34.965.129.988,34.965.129.988,98800000000.0,98800000000.0,98800000000.0,34965129988.0,34965129988.0,34965129988.0
Ngân hàng Nông Nghiệp và Phát triển Nông thôn Việt Nam - Chi nhánh Hà Nội I (1.3),Ngân hàng Nông Nghiệp và Phát triển Nông thôn Việt Nam - Chi nhánh Hà Nội I (1.3),Ngân hàng Nông Nghiệp và Phát triển Nông thôn Việt Nam - Chi nhánh Hà Nội I (1.3),-,-,-,24.475.590.991,24.475.590.991,24.475.590.991,,,,24475590991.0,24475590991.0,24475590991.0
Ngân hàng Nông Nghiệp và Phát triển Nông thôn Việt Nam - Chi nhánh Cao Bằng (1.3),Ngân hàng Nông Nghiệp và Phát triển Nông thôn Việt Nam - Chi nhánh Cao Bằng (1.3),Ngân hàng Nông Nghiệp và Phát triển Nông thôn Việt Nam - Chi nhánh Cao Bằng (1.3),-,-,-,10.489.538.997,10.489.538.997,10.489.538.997,,,,10489538997.0,10489538997.0,10489538997.0
Ngân hàng Bảo Việt- chi nhánh Hà Nội (1.4),Ngân hàng Bảo Việt- chi nhánh Hà Nội (1.4),Ngân hàng Bảo Việt- chi nhánh Hà Nội (1.4),98.800.000.000,98.800.000.000,98.800.000.000,-,-,-,98800000000.0,98800000000.0,98800000000.0,,,
Tổng,Tổng,Tổng,465.596.529.515,465.596.529.515,414.040.345.838,444.582.600.193,496.138.783.870,496.138.783.870,465596529515.0,465596529515.0,414040345838.0,444582600193.0,496138783870.0,496138783870.0
