row_label_raw,row_label_full,col_0,Vốn đầu tư của chủ sở hữu,Thặng dư vốn cổ phần,Lợi nhuận sau thuế chưa phân phối (*),Tổng,numeric__Vốn đầu tư của chủ sở hữu,numeric__Thặng dư vốn cổ phần,numeric__Lợi nhuận sau thuế chưa phân phối (*),numeric__Tổng
Số dư tại 01/01/2023,Số dư tại 01/01/2023,Số dư tại 01/01/2023,3.041.685.810.000,60.986.800.000,173.107.595.542,3.275.780.205.542,3041685810000.0,60986800000.0,173107595542.0,3275780205542.0
Lãi trong năm trước,Lãi trong năm trước,Lãi trong năm trước,-,-,61.156.693.135,61.156.693.135,,,61156693135.0,61156693135.0
"Thù lao HĐQT, các Ủy ban trực thuộc HĐQT","Thù lao HĐQT, các Ủy ban trực thuộc HĐQT","Thù lao HĐQT, các Ủy ban trực thuộc HĐQT",-,-,(1.960.000.000),(1.960.000.000),,,-1960000000.0,-1960000000.0
Số dư tại 31/12/2023,Số dư tại 31/12/2023,Số dư tại 31/12/2023,3.041.685.810.000,60.986.800.000,232.304.288.677,3.334.976.898.677,3041685810000.0,60986800000.0,232304288677.0,3334976898677.0
Số dư tại 01/01/2024,Số dư tại 01/01/2024,Số dư tại 01/01/2024,3.041.685.810.000,60.986.800.000,232.304.288.677,3.334.976.898.677,3041685810000.0,60986800000.0,232304288677.0,3334976898677.0
Lãi trong năm nay,Lãi trong năm nay,Lãi trong năm nay,-,-,70.597.183.652,70.597.183.652,,,70597183652.0,70597183652.0
Thù lao HĐQT,Thù lao HĐQT,Thù lao HĐQT,-,-,(640.000.000),(640.000.000),,,-640000000.0,-640000000.0
Số dư tại 31/12/2024,Số dư tại 31/12/2024,Số dư tại 31/12/2024,3.041.685.810.000,60.986.800.000,302.261.472.329,3.404.934.082.329,3041685810000.0,60986800000.0,302261472329.0,3404934082329.0
