row_label_raw,row_label_full,Stt,Tên đơn vị nhận đầu tư,Tổng vốn điều lệ của đơn vị nhận đầu tư,Số tiền,Tỷ lệ,Cam kết góp vốn tại 31/12/2024,numeric__Tên đơn vị nhận đầu tư,numeric__Tổng vốn điều lệ của đơn vị nhận đầu tư,numeric__Số tiền,numeric__Tỷ lệ,numeric__Cam kết góp vốn tại 31/12/2024
1,1,1,Công ty TNHH BT Hà Đông,350.000.000.000,175.000.000.000,50%,119.053.213.903,,350000000000.0,175000000000.0,0.5,119053213903.0
2,2,2,Công ty TNHH Maipha PENINSULA,510.000.000.000,357.000.000.000,70%,158.970.000.000,,510000000000.0,357000000000.0,0.7,158970000000.0
,,,Tổng,,532.000.000.000,,278.023.213.903,,,532000000000.0,,278023213903.0
