row_label_raw,row_label_full,col_0,Quá hạntrên 6 tháng,Quá hạn1-2 năm,Quá hạn2-3 năm,Quá hạntrên 3 năm,numeric__Quá hạntrên 6 tháng,numeric__Quá hạn1-2 năm,numeric__Quá hạn2-3 năm,numeric__Quá hạntrên 3 năm
Xí nghiệp Xây dựng tư nhân số 1tính Điện Biên,Xí nghiệp Xây dựng tư nhân số 1tính Điện Biên,Xí nghiệp Xây dựng tư nhân số 1tính Điện Biên,-,-,-,30.000.000.000,,,,30000000000.0
Công ty cổ phần Đầu tư SolarisViệt Nam,Công ty cổ phần Đầu tư SolarisViệt Nam,Công ty cổ phần Đầu tư SolarisViệt Nam,-,395.000.000.000,-,-,,395000000000.0,,
Các đối tượng khác,Các đối tượng khác,Các đối tượng khác,-,-,-,8.494.680.001,,,,8494680001.0
Tổng,Tổng,Tổng,-,395.000.000.000,-,38.494.680.001,,395000000000.0,,38494680001.0
