row_label_raw,row_label_full,Bên liên quan,Nội dung nghiệp vụ,Năm 2024 VND,Năm 2023 VND,numeric__Nội dung nghiệp vụ,numeric__Năm 2024 VND,numeric__Năm 2023 VND
Công ty Hải Phát-Bình Thuận,Công ty Hải Phát-Bình Thuận,Công ty Hải Phát-Bình Thuận,Trà tiền quản lý vốn tập trung,-,8.665.552.802,,,8665552802.0
Công ty Hải Phát-Bình Thuận,Công ty Hải Phát-Bình Thuận,Công ty Hải Phát-Bình Thuận,Nhận tiền theo thỏa thuận quản lý vốn tập trung,4.618.044.512,156.194.796.952,,4618044512.0,156194796952.0
Công ty Hải Phát Retail,Công ty Hải Phát Retail,Công ty Hải Phát Retail,Phải trả tiền quản lý vốn tập trung,219.366.118.296,339.913.203.631,,219366118296.0,339913203631.0
Công ty Hải Phát Retail,Công ty Hải Phát Retail,Công ty Hải Phát Retail,Phí dịch vụ,1.575.298.590,1.138.223.710,,1575298590.0,1138223710.0
Công ty Hải Phát Retail,Công ty Hải Phát Retail,Công ty Hải Phát Retail,Phí sửa chữa tòa nhà,,-,,,
Công ty Hải Phát Retail,Công ty Hải Phát Retail > Công ty Hải Phát Retail,Công ty Hải Phát Retail,"Phí thuê mặt bằng, Phí điện, nước, tiền gửi xe",14.687.475.303,7.922.719.700,,14687475303.0,7922719700.0
Công ty Hải Phát Retail,Công ty Hải Phát Retail > Công ty Hải Phát Retail,Công ty Hải Phát Retail,"Doanh thu khai thác tầng hầm, phí quản lý vận hành",4.050.459.300,3.766.172.759,,4050459300.0,3766172759.0
Công ty Hải Phát Retail,Công ty Hải Phát Retail > Công ty Hải Phát Retail,Công ty Hải Phát Retail,Nhận chuyển nhượng BĐS,-,69.164.704.194,,,69164704194.0
Công ty PSP,Công ty Hải Phát Retail > Công ty PSP,Công ty PSP,Tiền diện nước,1.213.570.561,1.439.675.623,,1213570561.0,1439675623.0
Công ty PSP,Công ty Hải Phát Retail > Công ty PSP,Công ty PSP,"Thuê quảng cáo, dịch vụ khác",1.631.544.832,1.941.795.795,,1631544832.0,1941795795.0
Công ty PSP,Công ty Hải Phát Retail > Công ty PSP,Công ty PSP,Thu chỉ hộ,3.124.901.853,-,,3124901853.0,
Công ty HPH Nha Trang,Công ty Hải Phát Retail > Công ty HPH Nha Trang,Công ty HPH Nha Trang,Phải trả lãi từ dòng tiền quản lý vốn tập trung,-,96.706.920,,,96706920.0
Công ty HPH Nha Trang,Công ty Hải Phát Retail > Công ty HPH Nha Trang,Công ty HPH Nha Trang,"Chuyển trả, bù trừ tiền quản lý vốn tập trung",-,11.685.000.000,,,11685000000.0
Công ty HPH Nha Trang,Công ty Hải Phát Retail > Công ty HPH Nha Trang,Công ty HPH Nha Trang,Chuyển tiền góp vốn,,701.587.805,,,701587805.0
Công ty Sapphire,Công ty Hải Phát Retail > Công ty Sapphire,Công ty Sapphire,Phải trả tiền quản lý vốn tập trung,75.539.841.311,65.573.148.600,,75539841311.0,65573148600.0
Công ty Sapphire,Công ty Hải Phát Retail > Công ty Sapphire,Công ty Sapphire,Tiền lợi nhuận được chia,-,521.537.783,,,521537783.0
Công ty Ruby,Công ty Hải Phát Retail > Công ty Ruby,Công ty Ruby,Nhận tiền quản lý vốn tập trung,36.155.247.582,150.752.358.732,,36155247582.0,150752358732.0
Công ty Ruby,Công ty Hải Phát Retail > Công ty Ruby,Công ty Ruby,"Chuyển trả, bù trừ tiền quản lý vốn tập trung",-,3.229.051.139,,,3229051139.0
Công ty Ruby,Công ty Hải Phát Retail > Công ty Ruby,Công ty Ruby,Tiền lợi nhuận được chia,-,3.124.051.139,,,3124051139.0
Công ty Heritage,Công ty Hải Phát Retail > Công ty Heritage,Công ty Heritage,"Chuyển trả, bù trừ tiền quản lý vốn tập trung",-,813.479.000,,,813479000.0
Công ty Heritage,Công ty Hải Phát Retail > Công ty Heritage,Công ty Heritage,Phải trả lãi từ dòng tiền quản lý vốn tập trung,-,319.836.160,,,319836160.0
Công ty Heritage,Công ty Hải Phát Retail > Công ty Heritage,Công ty Heritage,"Chuyển trả, bù trừ tiền quản lý vốn tập trung",-,6.816.993.098,,,6816993098.0
Công ty TOPAZ,Công ty Hải Phát Retail > Công ty TOPAZ,Công ty TOPAZ,Phải trả tiền quản lý vốn tập trung,8.443.432,2.685.297.814,,8443432.0,2685297814.0
Công ty TOPAZ,Công ty Hải Phát Retail > Công ty TOPAZ,Công ty TOPAZ,Phải trả chi phí tư vấn,2.409.139.376,3.168.080.744,,2409139376.0,3168080744.0
Công ty TOPAZ,Công ty Hải Phát Retail > Công ty TOPAZ,Công ty TOPAZ,"Doanh thu tiền điện, nước",20.612.612,26.370.960,,20612612.0,26370960.0
Công ty TOPAZ,Công ty Hải Phát Retail > Công ty TOPAZ,Công ty TOPAZ,Tiền lợi nhuận được chia,-,4.167.401.379,,,4167401379.0
Công ty TOPAZ,Công ty Hải Phát Retail > Công ty TOPAZ,Công ty TOPAZ,"Chuyển trả, bù trừ tiền quản lý vốn tập trung",-,2.049.189.810,,,2049189810.0
