row_label_raw,row_label_full,Ông Đỗ Quý Hải,Chủ tịch,numeric__Chủ tịch
Ông Nguyễn Văn Phương,Ông Nguyễn Văn Phương,Ông Nguyễn Văn Phương,Phó Chủ tịch,
Ông Nguyễn Văn Dũng,Ông Nguyễn Văn Dũng,Ông Nguyễn Văn Dũng,Phó Chủ tịch,
Ông Lã Quốc Đạt,Ông Lã Quốc Đạt,Ông Lã Quốc Đạt,Thành viên độc lập (Miễn nhiệm ngày 26/4/2024),
Ông Vũ Hồng Sơn,Ông Vũ Hồng Sơn,Ông Vũ Hồng Sơn,Thành viên (Miễn nhiệm ngày 26/4/2024),
Ông Lê Thanh Hải,Ông Lê Thanh Hải,Ông Lê Thanh Hải,Thành viên (Bổ nhiệm ngày 26/4/2024),
Ông Lê Quang Vinh,Ông Lê Quang Vinh,Ông Lê Quang Vinh,Thành viên độc lập (Bổ nhiệm ngày 26/4/2024),
