row_label_raw,row_label_full,Loại tiền,Mức tănglãi suất31/12/2015,Ảnh hưởng đếnkết quả hoạt độngkinh doanh sau thuế2015(Triệu VND),numeric__Mức tănglãi suất31/12/2015,numeric__Ảnh hưởng đếnkết quả hoạt độngkinh doanh sau thuế2015(Triệu VND)
VND,VND,VND,"2,0%",248.026,0.02,248026.0
USD,USD,USD,"1,0%",(16.039),0.01,-16039.0
Tại ngày 31 tháng 12 năm 2014,Tại ngày 31 tháng 12 năm 2014,Tại ngày 31 tháng 12 năm 2014,Tại ngày 31 tháng 12 năm 2014,Tại ngày 31 tháng 12 năm 2014,,
Loại tiền,Loại tiền,Loại tiền,Mức tănglãi suất31/12/2014,Ảnh hưởng đếnkết quả hoạt độngkinh doanh sau thuế2014(Triệu VND),,
VND,Loại tiền > VND,VND,"2,00%",154.269,0.02,154269.0
USD,Loại tiền > USD,USD,"1,00%",40.110,0.01,40110.0
