row_label_raw,row_label_full,col_0,31/12/2015Triệu VND,%,31/12/2014Triệu VND,%_1,numeric__31/12/2015Triệu VND,numeric__%,numeric__31/12/2014Triệu VND,numeric__%_1
Cho vay các TCKT,Cho vay các TCKT,Cho vay các TCKT,85.782.402,"71,30",77.703.975,"77,27",85782402.0,71.3,77703975.0,77.27
Công ty Nhà nước,Công ty Nhà nước,Công ty Nhà nước,4.618.039,"3,84",6.439.076,"6,40",4618039.0,3.84,6439076.0,6.4
Công ty TNHH MTV Vốn Nhà nước 100%,Công ty TNHH MTV Vốn Nhà nước 100%,Công ty TNHH MTV Vốn Nhà nước 100%,9.462.984,"7,87",8.434.830,"8,39",9462984.0,7.87,8434830.0,8.39
Công ty TNHH trên MTV vốn Nhà nước lớn hơn 50%,Công ty TNHH trên MTV vốn Nhà nước lớn hơn 50%,Công ty TNHH trên MTV vốn Nhà nước lớn hơn 50%,236.835,"0,20",436.267,"0,43",236835.0,0.2,436267.0,0.43
Công ty TNHH khác,Công ty TNHH khác,Công ty TNHH khác,26.740.200,"22,23",22.363.520,"22,24",26740200.0,22.23,22363520.0,22.24
Công ty Cổ phần vốn Nhà nước lớn hơn 50%(Nhà nước chiếm cổ phần chi phối),Công ty Cổ phần vốn Nhà nước lớn hơn 50%(Nhà nước chiếm cổ phần chi phối),Công ty Cổ phần vốn Nhà nước lớn hơn 50%(Nhà nước chiếm cổ phần chi phối),9.636.970,"8,01",7.688.164,"7,65",9636970.0,8.01,7688164.0,7.65
Công ty cổ phần khác,Công ty cổ phần khác,Công ty cổ phần khác,32.300.161,"26,85",28.131.931,"27,97",32300161.0,26.85,28131931.0,27.97
Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,1.884.653,"1,57",3.641.774,"3,62",1884653.0,1.57,3641774.0,3.62
Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,713.785,"0,59",408.081,"0,41",713785.0,0.59,408081.0,0.41
Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,188.775,"0,16",160.332,"0,16",188775.0,0.16,160332.0,0.16
Cho vay cá nhân,Cho vay cá nhân,Cho vay cá nhân,31.279.104,"26,00",20.518.483,"20,40",31279104.0,26.0,20518483.0,20.4
"Hộ kinh doanh, cá nhân","Hộ kinh doanh, cá nhân","Hộ kinh doanh, cá nhân",31.279.104,"26,00",20.518.483,"20,40",31279104.0,26.0,20518483.0,20.4
"Cho vay khácĐơn vị hành chính sự nghiệp, Đàng, Đoàn thểvà hiệp hội","Cho vay khácĐơn vị hành chính sự nghiệp, Đàng, Đoàn thểvà hiệp hội","Cho vay khácĐơn vị hành chính sự nghiệp, Đàng, Đoàn thểvà hiệp hội",618.773,"0,52",445.755,"0,44",618773.0,0.52,445755.0,0.44
"Cho vay khácĐơn vị hành chính sự nghiệp, Đàng, Đoàn thểvà hiệp hội","Cho vay khácĐơn vị hành chính sự nghiệp, Đàng, Đoàn thểvà hiệp hội","Cho vay khácĐơn vị hành chính sự nghiệp, Đàng, Đoàn thểvà hiệp hội",397.121,"0,33",82.297,"0,08",397121.0,0.33,82297.0,0.08
Thành phần kinh tế khác,Thành phần kinh tế khác,Thành phần kinh tế khác,221.652,"0,19",363.458,"0,36",221652.0,0.19,363458.0,0.36
Cho vay tại các Chi nhánh nước ngoài,Cho vay tại các Chi nhánh nước ngoài,Cho vay tại các Chi nhánh nước ngoài,2.627.945,"2,18",1.902.797,"1,89",2627945.0,2.18,1902797.0,1.89
Cho vay doanh nghiệp,Cho vay doanh nghiệp,Cho vay doanh nghiệp,2.243.608,"1,86",1.639.740,"1,63",2243608.0,1.86,1639740.0,1.63
Cho vay cá nhân,Cho vay cá nhân,Cho vay cá nhân,384.337,"0,32",263.057,"0,26",384337.0,0.32,263057.0,0.26
,,,120.308.224,100,100.571.010,100,120308224.0,100.0,100571010.0,100.0
