row_label_raw,row_label_full,col_0,Quá hạn dưới 90 ngày Triệu VND,Quá hạn từ 91 đến 180 ngày Triệu VND,Quá hạn từ 181 đến 360 ngày Triệu VND,Quá hạn trên 360 ngày Triệu VND,Tổng cộngTriệu VND,numeric__Quá hạn dưới 90 ngày Triệu VND,numeric__Quá hạn từ 91 đến 180 ngày Triệu VND,numeric__Quá hạn từ 181 đến 360 ngày Triệu VND,numeric__Quá hạn trên 360 ngày Triệu VND,numeric__Tổng cộngTriệu VND
Tiền gửi tai và cho vay các TCTD khác – gộp,Tiền gửi tai và cho vay các TCTD khác – gộp,Tiền gửi tai và cho vay các TCTD khác – gộp,-,-,-,442.500,442.500,,,,442500.0,442500.0
Cho vay khách hàng – gộp,Cho vay khách hàng – gộp,Cho vay khách hàng – gộp,2.711.957,478.087,902.868,1.364.495,5.457.407,2711957.0,478087.0,902868.0,1364495.0,5457407.0
Chứng khoán đầu tư – gộp,Chứng khoán đầu tư – gộp,Chứng khoán đầu tư – gộp,-,100.000,-,280.000,380.000,,100000.0,,280000.0,380000.0
Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,-,100.000,-,-,100.000,,100000.0,,,100000.0
Chứng khoán đầu tư giữ đến ngày đáo hạn,Chứng khoán đầu tư giữ đến ngày đáo hạn,Chứng khoán đầu tư giữ đến ngày đáo hạn,-,-,-,280.000,280.000,,,,280000.0,280000.0
Tài sản Có khác – gộp,Tài sản Có khác – gộp,Tài sản Có khác – gộp,-,-,-,6.083,6.083,,,,6083.0,6083.0
,,,2.711.957,578.087,902.868,2.093.078,6.285.990,2711957.0,578087.0,902868.0,2093078.0,6285990.0
