row_label_raw,row_label_full,col_0,Như đã báo cáo trước đây Triệu VND,Năm 2014Phân loại lạiTriệu VND,Sau khiphân loại lạiTriệu VND,numeric__Như đã báo cáo trước đây Triệu VND,numeric__Năm 2014Phân loại lạiTriệu VND,numeric__Sau khiphân loại lạiTriệu VND
BÁO CÁO KẾT QUẢ HOẠT ĐỘNG KINH DOANH,BÁO CÁO KẾT QUẢ HOẠT ĐỘNG KINH DOANH,BÁO CÁO KẾT QUẢ HOẠT ĐỘNG KINH DOANH,BÁO CÁO KẾT QUẢ HOẠT ĐỘNG KINH DOANH,BÁO CÁO KẾT QUẢ HOẠT ĐỘNG KINH DOANH,BÁO CÁO KẾT QUẢ HOẠT ĐỘNG KINH DOANH,,,
Thu nhập lãi và các khoản thu nhập tương tự,BÁO CÁO KẾT QUẢ HOẠT ĐỘNG KINH DOANH > Thu nhập lãi và các khoản thu nhập tương tự,Thu nhập lãi và các khoản thu nhập tương tự,13.042.421,495.902,13.538.323,13042421.0,495902.0,13538323.0
Thu nhập từ hoạt động dịch vụ,BÁO CÁO KẾT QUẢ HOẠT ĐỘNG KINH DOANH > Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,851.665,(495.902),355.763,851665.0,-495902.0,355763.0
,,,13.894.086,-,13.894.086,13894086.0,,13894086.0
BÁO CÁO LƯU CHUYÊN TIỀN TỆ,BÁO CÁO LƯU CHUYÊN TIỀN TỆ,BÁO CÁO LƯU CHUYÊN TIỀN TỆ,BÁO CÁO LƯU CHUYÊN TIỀN TỆ,BÁO CÁO LƯU CHUYÊN TIỀN TỆ,BÁO CÁO LƯU CHUYÊN TIỀN TỆ,,,
Thu nhập lãi và các khoản thu nhập tương tự nhận được,BÁO CÁO LƯU CHUYÊN TIỀN TỆ > Thu nhập lãi và các khoản thu nhập tương tự nhận được,Thu nhập lãi và các khoản thu nhập tương tự nhận được,12.786.183,495.902,13.282.085,12786183.0,495902.0,13282085.0
Thu nhập thuần từ hoạt động dịch vụ nhận được,BÁO CÁO LƯU CHUYÊN TIỀN TỆ > Thu nhập thuần từ hoạt động dịch vụ nhận được,Thu nhập thuần từ hoạt động dịch vụ nhận được,749.746,(495.902),253.844,749746.0,-495902.0,253844.0
,,,13.535.929,-,13.535.929,13535929.0,,13535929.0
