row_label_raw,row_label_full,col_0,31/12/2015Triệu VND,31/12/2014Triệu VND,numeric__31/12/2015Triệu VND,numeric__31/12/2014Triệu VND
Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,,,,
Tiền gửi không kỳ hạn bằng VND,Tiền gửi không kỳ hạn > Tiền gửi không kỳ hạn bằng VND,Tiền gửi không kỳ hạn bằng VND,33.296.709,32.536.087,33296709.0,32536087.0
Tiền gửi không kỳ hạn bằng ngoại tệ,Tiền gửi không kỳ hạn > Tiền gửi không kỳ hạn bằng ngoại tệ,Tiền gửi không kỳ hạn bằng ngoại tệ,23.136.805,5.356.638,23136805.0,5356638.0
Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,,,,
Tiền gửi có kỳ hạn bằng VND,Tiền gửi có kỳ hạn > Tiền gửi có kỳ hạn bằng VND,Tiền gửi có kỳ hạn bằng VND,101.130.507,94.559.919,101130507.0,94559919.0
Tiền gửi có kỳ hạn bằng ngoại tệ,Tiền gửi có kỳ hạn > Tiền gửi có kỳ hạn bằng ngoại tệ,Tiền gửi có kỳ hạn bằng ngoại tệ,6.081.659,5.154.470,6081659.0,5154470.0
Tiền gửi vốn chuyên dụng,Tiền gửi vốn chuyên dụng,Tiền gửi vốn chuyên dụng,,,,
Tiền gửi vốn chuyên dụng bằng VND,Tiền gửi vốn chuyên dụng > Tiền gửi vốn chuyên dụng bằng VND,Tiền gửi vốn chuyên dụng bằng VND,695.791,1.176.609,695791.0,1176609.0
Tiền gửi vốn chuyên dụng bằng ngoại tệ,Tiền gửi vốn chuyên dụng > Tiền gửi vốn chuyên dụng bằng ngoại tệ,Tiền gửi vốn chuyên dụng bằng ngoại tệ,40.684,38.521,40684.0,38521.0
Tiền ký quỹ,Tiền ký quỹ,Tiền ký quỹ,,,,
Tiền ký quỹ bằng VND,Tiền ký quỹ > Tiền ký quỹ bằng VND,Tiền ký quỹ bằng VND,13.086.295,18.115.949,13086295.0,18115949.0
Tiền ký quỹ bằng ngoại tệ,Tiền ký quỹ > Tiền ký quỹ bằng ngoại tệ,Tiền ký quỹ bằng ngoại tệ,4.282.339,11.003.299,4282339.0,11003299.0
,,,181.750.789,167.941.492,181750789.0,167941492.0
Tiền gửi của khách hàng theo đối tượng như sau:,Tiền gửi của khách hàng theo đối tượng như sau:,Tiền gửi của khách hàng theo đối tượng như sau:,Tiền gửi của khách hàng theo đối tượng như sau:,Tiền gửi của khách hàng theo đối tượng như sau:,,
,,,31/12/2015Triệu VND,31/12/2014Triệu VND,,
Tổ chức kinh tế,Tiền gửi của khách hàng theo đối tượng như sau: > Tổ chức kinh tế,Tổ chức kinh tế,108.761.284,101.696.725,108761284.0,101696725.0
Cá nhân,Tiền gửi của khách hàng theo đối tượng như sau: > Cá nhân,Cá nhân,72.989.505,66.244.767,72989505.0,66244767.0
,,,181.750.789,167.941.492,181750789.0,167941492.0
Lãi suất năm tại thời điểm cuối năm như sau:,Lãi suất năm tại thời điểm cuối năm như sau:,Lãi suất năm tại thời điểm cuối năm như sau:,Lãi suất năm tại thời điểm cuối năm như sau:,Lãi suất năm tại thời điểm cuối năm như sau:,,
,,,31/12/2015,31/12/2014,,
Tiền gửi không kỳ hạn bằng VND,Lãi suất năm tại thời điểm cuối năm như sau: > Tiền gửi không kỳ hạn bằng VND,Tiền gửi không kỳ hạn bằng VND,"0,30%","0,30%",0.003,0.003
Tiền gửi không kỳ hạn bằng ngoại tệ,Lãi suất năm tại thời điểm cuối năm như sau: > Tiền gửi không kỳ hạn bằng ngoại tệ,Tiền gửi không kỳ hạn bằng ngoại tệ,"0,00%","0,10%",0.0,0.001
Tiền gửi có kỳ hạn bằng VND,Tiền gửi có kỳ hạn bằng VND,Tiền gửi có kỳ hạn bằng VND,"1,00% - 6,20%","1,00% - 6,20%",,
Tiền gửi có kỳ hạn bằng ngoại tệ,Tiền gửi có kỳ hạn bằng VND > Tiền gửi có kỳ hạn bằng ngoại tệ,Tiền gửi có kỳ hạn bằng ngoại tệ,"0,00%","0,50% - 0,75%",0.0,
