row_label_raw,row_label_full,col_0,31/12/2015Triệu VND,31/12/2014Triệu VND,numeric__31/12/2015Triệu VND,numeric__31/12/2014Triệu VND
Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,,
Tiền gửi không kỳ hạn bằng VND,Tiền gửi không kỳ hạn > Tiền gửi không kỳ hạn bằng VND,Tiền gửi không kỳ hạn bằng VND,39.438,3.774,39438.0,3774.0
Tiền gửi không kỳ hạn bằng ngoại tệ,Tiền gửi không kỳ hạn > Tiền gửi không kỳ hạn bằng ngoại tệ,Tiền gửi không kỳ hạn bằng ngoại tệ,237.502,205.420,237502.0,205420.0
Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,,
Tiền gửi có kỳ hạn bằng VND,Tiền gửi có kỳ hạn > Tiền gửi có kỳ hạn bằng VND,Tiền gửi có kỳ hạn bằng VND,2.565.142,306.146,2565142.0,306146.0
Tiền gửi có kỳ hạn bằng ngoại tệ,Tiền gửi có kỳ hạn > Tiền gửi có kỳ hạn bằng ngoại tệ,Tiền gửi có kỳ hạn bằng ngoại tệ,641.516,451.375,641516.0,451375.0
,,,3.483.598,966.715,3483598.0,966715.0
Tiền vay,Tiền vay,Tiền vay,Tiền vay,Tiền vay,,
Tiền vay bằng VND,Tiền vay > Tiền vay bằng VND,Tiền vay bằng VND,3.493.322,2.785.000,3493322.0,2785000.0
Tiền vay bằng ngoại tệ,Tiền vay > Tiền vay bằng ngoại tệ,Tiền vay bằng ngoại tệ,197.010,212.460,197010.0,212460.0
,,,3.690.332,2.997.460,3690332.0,2997460.0
,,,7.173.930,3.964.175,7173930.0,3964175.0
