row_label_raw,row_label_full,col_0,col_1,2015Triệu VND,2014Triệu VND,numeric__col_1,numeric__2015Triệu VND,numeric__2014Triệu VND
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ,,,
01,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ > 01,01,Mua sắm tài sản cố định,(277.558),(349.061),,-277558.0,-349061.0
02,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ > 02,02,"Tiền thu từ thanh lý, nhượng bán tài sản cố định",-,321,,,321.0
07,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ > 07,07,"Tiền chỉ đầu tư, góp vốn vào các đơn vị khác",(131.234),(93.008),,-131234.0,-93008.0
09,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ > 09,09,"Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn",61.658,64.621,,61658.0,64621.0
II,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ > II,II,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG ĐẦU TỪ,(347.134),(377.127),,-347134.0,-377127.0
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,
01,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 01,01,Tăng vốn cổ phần từ phát hành cổ phiếu,4.438.347,-,,4438347.0,
04,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 04,04,Cổ tức trả cho cổ đông,(579.697),(811.576),,-579697.0,-811576.0
III,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > III,III,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG TÀI CHÍNH,3.858.650,(811.576),,3858650.0,-811576.0
IV,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > IV,IV,LU'U CHUYÊN TIÊN THUẦN TRONG NĂM,6.768.075,7.268.275,,6768075.0,7268275.0
V,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > V,V,TIÊN VÀ CÁC KHOẢN TƯƠNG ĐƯƠNG TIÊN TẠI THỜI ĐIỂM ĐẦU NĂM,19.611.597,12.343.322,,19611597.0,12343322.0
VII,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > VII,VII,TIÊN VÀ CÁC KHOẢN TƯƠNG ĐƯƠNG TIÊN TẠI THỜI ĐIỂM CUỐI NĂM (Thuyết minh 33),26.379.672,19.611.597,,26379672.0,19611597.0
,,,Người soát xét,[IMAGE],[IMAGE],,,
,,,,[IMAGE],[IMAGE],,,
Lê Khánh HằngPT. Phòng Kế toán,Lê Khánh HằngPT. Phòng Kế toán,Lê Khánh HằngPT. Phòng Kế toán,Lê Thị LợiGiám đốc Tài chính,Tổng Giám đốc,Tổng Giám đốc,,,
