row_label_raw,row_label_full,Tại ngày 31 tháng 12 năm 2015(Triệu VND),VND,USD,EUR,Vàng,Tiền tệ khác,Tổng cộng,numeric__VND,numeric__USD,numeric__EUR,numeric__Vàng,numeric__Tiền tệ khác,numeric__Tổng cộng
Tài sản,Tài sản,Tài sản,,,,,,,,,,,,
Tiền mặt và vàng,Tài sản > Tiền mặt và vàng,Tiền mặt và vàng,965.799,208.269,36.086,2.861,13.840,1.226.855,965799.0,208269.0,36086.0,2861.0,13840.0,1226855.0
Tiền gửi tại NHNN,Tài sản > Tiền gửi tại NHNN,Tiền gửi tại NHNN,3.485.774,4.603.657,-,-,92.463,8.181.894,3485774.0,4603657.0,,,92463.0,8181894.0
Tiền gửi và cho vay các TCTD khác –gộp,Tài sản > Tiền gửi và cho vay các TCTD khác –gộp,Tiền gửi và cho vay các TCTD khác –gộp,16.345.334,10.507.031,1.338.555,-,119.006,28.309.926,16345334.0,10507031.0,1338555.0,,119006.0,28309926.0
Chứng khoán kinh doanh – gộp,Tài sản > Chứng khoán kinh doanh – gộp,Chứng khoán kinh doanh – gộp,2.966.730,-,-,-,-,2.966.730,2966730.0,,,,,2966730.0
Các công cụ tài chính phải sinhvà các tài sản tài chính khác,Tài sản > Các công cụ tài chính phải sinhvà các tài sản tài chính khác,Các công cụ tài chính phải sinhvà các tài sản tài chính khác,2.008.950,(1.891.396),703,-,(21.820),96.437,2008950.0,-1891396.0,703.0,,-21820.0,96437.0
Cho vay khách hàng – gộp,Tài sản > Cho vay khách hàng – gộp,Cho vay khách hàng – gộp,102.238.599,17.816.350,29.850,-,223.425,120.308.224,102238599.0,17816350.0,29850.0,,223425.0,120308224.0
Chứng khoán đầu tư – gộp,Tài sản > Chứng khoán đầu tư – gộp,Chứng khoán đầu tư – gộp,47.303.156,-,-,-,-,47.303.156,47303156.0,,,,,47303156.0
"Góp vốn, đầu tư dài hạn – gộp","Tài sản > Góp vốn, đầu tư dài hạn – gộp","Góp vốn, đầu tư dài hạn – gộp",3.360.584,-,645,-,-,3.361.229,3360584.0,,645.0,,,3361229.0
Tài sản cố định,Tài sản > Tài sản cố định,Tài sản cố định,1.492.775,8.123,-,-,85.055,1.585.953,1492775.0,8123.0,,,85055.0,1585953.0
Tài sản có khác – gộp,Tài sản > Tài sản có khác – gộp,Tài sản có khác – gộp,8.013.584,206.120,183,-,63.050,8.282.937,8013584.0,206120.0,183.0,,63050.0,8282937.0
,,,188.181.285,31.458.154,1.406.022,2.861,575.019,221.623.341,188181285.0,31458154.0,1406022.0,2861.0,575019.0,221623341.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,,,,,,,
Nợ phải trả NHNN và Chính phủ,Nợ phải trả > Nợ phải trả NHNN và Chính phủ,Nợ phải trả NHNN và Chính phủ,1.411.502,-,-,-,-,1.411.502,1411502.0,,,,,1411502.0
Tiền gửi và vay các TCTD khác,Nợ phải trả > Tiền gửi và vay các TCTD khác,Tiền gửi và vay các TCTD khác,6.097.902,1.066.717,29,-,9.282,7.173.930,6097902.0,1066717.0,29.0,,9282.0,7173930.0
Tiền gửi của khách hàng,Nợ phải trả > Tiền gửi của khách hàng,Tiền gửi của khách hàng,148.209.302,32.024.143,1.405.041,-,112.303,181.750.789,148209302.0,32024143.0,1405041.0,,112303.0,181750789.0
"Vốn tài trợ, ủy thác đầu tư, cho vayTCTD chịu rủi ro","Nợ phải trả > Vốn tài trợ, ủy thác đầu tư, cho vayTCTD chịu rủi ro","Vốn tài trợ, ủy thác đầu tư, cho vayTCTD chịu rủi ro",317.958,-,-,-,-,317.958,317958.0,,,,,317958.0
Phát hành giấy tờ có giá,Nợ phải trả > Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,2.080.058,-,-,-,-,2.080.058,2080058.0,,,,,2080058.0
Các khoản nợ khác,Nợ phải trả > Các khoản nợ khác,Các khoản nợ khác,3.340.983,214.398,152,-,115.999,3.671.532,3340983.0,214398.0,152.0,,115999.0,3671532.0
,,,161.457.705,33.305.258,1.405.222,-,237.584,196.405.769,161457705.0,33305258.0,1405222.0,,237584.0,196405769.0
Trạng thái tiền tệ nội bảng,Nợ phải trả > Trạng thái tiền tệ nội bảng,Trạng thái tiền tệ nội bảng,26.723.580,(1.847.104),800,2.861,337.435,25.217.572,26723580.0,-1847104.0,800.0,2861.0,337435.0,25217572.0
Trạng thái tiền tệ ngoại bảng,Nợ phải trả > Trạng thái tiền tệ ngoại bảng,Trạng thái tiền tệ ngoại bảng,-,(1.165.298),2.451,-,-,(1.162.847),,-1165298.0,2451.0,,,-1162847.0
"Trạng thái tiền tệ nội, ngoại bảng","Nợ phải trả > Trạng thái tiền tệ nội, ngoại bảng","Trạng thái tiền tệ nội, ngoại bảng",26.723.580,(3.012.402),3.251,2.861,337.435,24.054.725,26723580.0,-3012402.0,3251.0,2861.0,337435.0,24054725.0
