row_label_raw,row_label_full,col_0,31/12/2015 > Kỳ hạn,31/12/2015 > Lãi suất năm,31/12/2014 > Kỳ hạn,31/12/2014 > Lãi suất năm,numeric__31/12/2015 > Kỳ hạn,numeric__31/12/2015 > Lãi suất năm,numeric__31/12/2014 > Kỳ hạn,numeric__31/12/2014 > Lãi suất năm
Chứng khoán kinh doanh,Chứng khoán kinh doanh,Chứng khoán kinh doanh,Chứng khoán kinh doanh,Chứng khoán kinh doanh,Chứng khoán kinh doanh,Chứng khoán kinh doanh,,,,
Trái phiếu Chính phủ,Trái phiếu Chính phủ,Trái phiếu Chính phủ,8 tháng - 8 năm,"5,6% - 11,50%",2 năm - 5 năm,"5,40% - 12,10%",,,,
Trái phiếu do Chính phủbảo lãnh,Trái phiếu do Chính phủbảo lãnh,Trái phiếu do Chính phủbảo lãnh,8 tháng - 2 năm,"5,6% - 11,50%",2 năm - 15 năm,"4,00% - 12,25%",,,,
Trái phiếu do các TCTDtrong nước phát hành,Trái phiếu do Chính phủbảo lãnh > Trái phiếu do các TCTDtrong nước phát hành,Trái phiếu do các TCTDtrong nước phát hành,9 tháng,"10,33%",Không áp dụng,Không áp dụng,,0.1033,,
