row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,31/12/2016 > VND,01/01/2016 > VND,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__31/12/2016 > VND,numeric__01/01/2016 > VND
300,300,300,C. NỘ PHẢI TRẢ,,3.326.735.731.050,397.423.826.482,,,3326735731050.0,397423826482.0
310,310,310,I. Nợ ngắn hạn,,1.352.260.147.189,309.698.414.276,,,1352260147189.0,309698414276.0
311,311,311,1. Phải trả người bán ngắn hạn,13,125.201.617.399,212.733.705.406,,13.0,125201617399.0,212733705406.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,,331.910.950,626.980.260,,,331910950.0,626980260.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,14,10.110.354.020,4.850.479.995,,14.0,10110354020.0,4850479995.0
314,314,314,4. Phải trả người lao động,,6.987.068.362,34.954.535.859,,,6987068362.0,34954535859.0
315,315,315,5. Chỉ phí phải trả ngắn hạn,15,11.877.743.290,351.500.000,,15.0,11877743290.0,351500000.0
318,318,318,6. Doanh thu chưa thực hiện ngắn hạn,16,3.192.367.948,1.367.584.028,,16.0,3192367948.0,1367584028.0
319,319,319,7. Phải trả ngắn hạn khác,17,22.202.719.816,39.007.134.093,,17.0,22202719816.0,39007134093.0
320,320,320,8. Vay và nợ thuê tài chính ngắn hạn,18,1.152.533.365.523,-,,18.0,1152533365523.0,
321,321,321,9. Dự phòng phải trả ngắn hạn,19,18.517.030.360,-,,19.0,18517030360.0,
322,322,322,10. Quỹ khen thưởng phúc lợi,,1.305.969.521,15.806.494.635,,,1305969521.0,15806494635.0
330,330,330,II. Nợ dài hạn,,1.974.475.583.861,87.725.412.206,,,1974475583861.0,87725412206.0
336,336,336,1. Doanh thu chưa thực hiện dài hạn,16,46.945.637.558,36.865.162.057,,16.0,46945637558.0,36865162057.0
337,337,337,2. Phải trả dài hạn khác,17,99.062.274.095,6.200.875.882,,17.0,99062274095.0,6200875882.0
338,338,338,3. Vay và nợ thuê tài chính dài hạn,18,1.793.713.636.364,-,,18.0,1793713636364.0,
342,342,342,4. Dự phòng phải trả dài hạn,19,25.640.119.184,35.489.024.271,,19.0,25640119184.0,35489024271.0
343,343,343,5. Quỹ phát triển khoa học và công nghệ,,9.113.916.660,9.170.349.996,,,9113916660.0,9170349996.0
400,400,400,D. VỐN CHỦ SỐ HỮU,,2.088.403.761.226,1.955.047.198.734,,,2088403761226.0,1955047198734.0
410,410,410,I. Vốn chủ sở hữu,20,2.086.022.491.785,1.952.510.962.625,,20.0,2086022491785.0,1952510962625.0
411,411,411,1. Vốn góp của chủ sở hữu,,1.550.000.000.000,1.550.000.000.000,,,1550000000000.0,1550000000000.0
411a,411a,411a,Cổ phiếu phổ thông có quyền biểu quyết,,1.550.000.000.000,1.550.000.000.000,,,1550000000000.0,1550000000000.0
412,412,412,2. Thặng dư vốn cổ phần,,66.378.000.000,66.378.000.000,,,66378000000.0,66378000000.0
415,415,415,3. Cổ phiếu quỹ,,(5.025.000.000),(5.025.000.000),,,-5025000000.0,-5025000000.0
418,418,418,4. Quỹ đầu tư phát triển,,139.656.441.276,62.000.000.000,,,139656441276.0,62000000000.0
421,421,421,5. Lợi nhuận sau thuế chưa phân phối,,335.013.050.509,279.157.962.625,,,335013050509.0,279157962625.0
421a,421a,421a,LNST chưa phân phối lũy kế đến cuối năm trước,,29.506.521.349,29.506.521.349,,,29506521349.0,29506521349.0
421b,421b,421b,LNST chưa phân phối năm nay,,305.506.529.160,249.651.441.276,,,305506529160.0,249651441276.0
430,430,430,II. Nguồn kinh phí và quỹ khác,,2.381.269.441,2.536.236.109,,,2381269441.0,2536236109.0
432,432,432,1. Nguồn kinh phí đã hình thành TSCĐ,21,2.381.269.441,2.536.236.109,,21.0,2381269441.0,2536236109.0
440,440,440,TỔNG CỘNG NGUỒN VỐN,,5.415.139.492.276,2.352.471.025.216,,,5415139492276.0,2352471025216.0
