row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,31/12/2016VND,01/01/2016VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__31/12/2016VND,numeric__01/01/2016VND
100,100,100,A. TÀI SẢN NGẮN HẠN,,2.387.487.256.005,1.144.269.067.995,,,2387487256005.0,1144269067995.0
110,110,110,I. Tiền và các khoản tương đương tiền,3,1.952.418.381.205,121.223.651.001,,3.0,1952418381205.0,121223651001.0
111,111,111,1. Tiền,,307.418.381.205,81.223.651.001,,,307418381205.0,81223651001.0
112,112,112,2. Các khoản tương đương tiền,,1.645.000.000.000,40.000.000.000,,,1645000000000.0,40000000000.0
120,120,120,II. Đầu tư tài chính ngắn hạn,4,242.046.708.523,345.000.000.000,,4.0,242046708523.0,345000000000.0
123,123,123,1. Đầu tư nắm giữ đến ngày đáo hạn,,242.046.708.523,345.000.000.000,,,242046708523.0,345000000000.0
130,130,130,III. Các khoản phải thu ngắn hạn,,182.141.870.759,523.194.428.297,,,182141870759.0,523194428297.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,5,163.450.273.240,361.641.437.848,,5.0,163450273240.0,361641437848.0
132,132,132,2. Trả trước cho người bán ngắn hạn,,1.636.721.863,12.900.612.693,,,1636721863.0,12900612693.0
135,135,135,3. Phải thu về cho vay ngắn hạn,6,6.000.000.000,137.885.120.000,,6.0,6000000000.0,137885120000.0
136,136,136,4. Phải thu ngắn hạn khác,7,11.054.875.656,18.431.917.350,,7.0,11054875656.0,18431917350.0
137,137,137,5. Dự phòng phải thu ngắn hạn khó đòi (*),,-,(7.680.743.874),,,,-7680743874.0
139,139,139,6. Tài sản thiếu chờ xử lý,,-,16.084.280,,,,16084280.0
140,140,140,IV. Hàng tồn kho,8,326.486.935,144.613.856.313,,8.0,326486935.0,144613856313.0
141,141,141,1. Hàng tồn kho,,326.486.935,144.613.856.313,,,326486935.0,144613856313.0
150,150,150,V. Tài sản ngắn hạn khác,,10.553.808.583,10.237.132.384,,,10553808583.0,10237132384.0
151,151,151,1. Chi phí trả trước ngắn hạn,,99.327.985,-,,,99327985.0,
152,152,152,2. Thuế GTGT được khấu trừ,,10.444.847.648,10.227.499.434,,,10444847648.0,10227499434.0
153,153,153,3. Thuế và các khoản khác phải thu Nhà nước,14,9.632.950,9.632.950,,14.0,9632950.0,9632950.0
200,200,200,B. TÀI SẢN DÀI HẠN,,3.027.652.236.271,1.208.201.957.221,,,3027652236271.0,1208201957221.0
220,220,220,II. Tài sản cố định,,353.326.135.601,469.522.667.273,,,353326135601.0,469522667273.0
221,221,221,1. Tài sản cố định hữu hình,10,353.326.135.601,469.522.667.273,,10.0,353326135601.0,469522667273.0
222,222,222,- Nguyên giá,,467.908.092.528,694.910.567.055,,,467908092528.0,694910567055.0
223,223,223,- Giá trị hao mòn lũy kế (*),,(114.581.956.927),(225.387.899.782),,,-114581956927.0,-225387899782.0
227,227,227,2. Tài sản cố định vô hình,11,-,-,,11.0,,
228,228,228,- Nguyên giá,,60.000.000,60.000.000,,,60000000.0,60000000.0
229,229,229,- Giá trị hao mòn lũy kế (*),,(60.000.000),(60.000.000),,,-60000000.0,-60000000.0
240,240,240,IV. Tài sản dở dang dài hạn,9,4.455.651.410,24.885.835.408,,9.0,4455651410.0,24885835408.0
242,242,242,1. Chi phí xây dựng cơ bản dở dang,,4.455.651.410,24.885.835.408,,,4455651410.0,24885835408.0
250,250,250,V. Đầu tư tài chính dài hạn,4,2.638.243.819.355,682.050.850.059,,4.0,2638243819355.0,682050850059.0
251,251,251,1. Đầu tư vào công ty con,,1.971.025.617.177,492.960.564.527,,,1971025617177.0,492960564527.0
252,252,252,"2. Đầu tư vào công ty liên doanh, liên kết",,681.940.062.485,189.090.285.532,,,681940062485.0,189090285532.0
254,254,254,3. Dự phòng giảm giá đầu tư tài chính dài hạn,,(14.721.860.307),-,,,-14721860307.0,
260,260,260,VI. Tài sản dài hạn khác,,31.626.629.905,31.742.604.481,,,31626629905.0,31742604481.0
261,261,261,1. Chi phí trả trước dài hạn,12,31.626.629.905,31.742.604.481,,12.0,31626629905.0,31742604481.0
270,270,270,TỔNG CỘNG TÀI SẢN,,5.415.139.492.276,2.352.471.025.216,,,5415139492276.0,2352471025216.0
