row_label_raw,row_label_full,col_0,Năm 2016,Năm 2015,numeric__Năm 2016,numeric__Năm 2015
,,,VND,VND,,
Thuế TNDN từ hoạt động kinh doanh chính,Thuế TNDN từ hoạt động kinh doanh chính,Thuế TNDN từ hoạt động kinh doanh chính,Thuế TNDN từ hoạt động kinh doanh chính,Thuế TNDN từ hoạt động kinh doanh chính,,
Tổng lợi nhuận kế toán trước thuế,Thuế TNDN từ hoạt động kinh doanh chính > Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,334.009.202.382,283.150.840.669,334009202382.0,283150840669.0
Các khoản điều chỉnh tăng,Thuế TNDN từ hoạt động kinh doanh chính > Các khoản điều chỉnh tăng,Các khoản điều chỉnh tăng,6.025.266.239,1.450.715.900,6025266239.0,1450715900.0
- Chi phí không hợp lệ,Thuế TNDN từ hoạt động kinh doanh chính > - Chi phí không hợp lệ,- Chi phí không hợp lệ,6.025.266.239,1.450.715.900,6025266239.0,1450715900.0
Các khoản điều chỉnh giảm,Thuế TNDN từ hoạt động kinh doanh chính > Các khoản điều chỉnh giảm,Các khoản điều chỉnh giảm,(197.521.102.510),(132.331.559.328),-197521102510.0,-132331559328.0
"- Cổ tức, lợi nhuận được chia","Thuế TNDN từ hoạt động kinh doanh chính > - Cổ tức, lợi nhuận được chia","- Cổ tức, lợi nhuận được chia",(189.637.216.500),(130.149.758.911),-189637216500.0,-130149758911.0
- Lãi đánh giá lại ngoại tệ cuối năm,Thuế TNDN từ hoạt động kinh doanh chính > - Lãi đánh giá lại ngoại tệ cuối năm,- Lãi đánh giá lại ngoại tệ cuối năm,(203.142.136),(1.641.800.417),-203142136.0,-1641800417.0
- Các khoản Khác(chi phí đã tính thuế năm trước),Thuế TNDN từ hoạt động kinh doanh chính > - Các khoản Khác(chi phí đã tính thuế năm trước),- Các khoản Khác(chi phí đã tính thuế năm trước),(7.680.743.874),(540.000.000),-7680743874.0,-540000000.0
Thu nhập chịu thuế TNDN,Thuế TNDN từ hoạt động kinh doanh chính > Thu nhập chịu thuế TNDN,Thu nhập chịu thuế TNDN,142.513.366.111,152.269.997.241,142513366111.0,152269997241.0
Thuế suất thuế TNDN,Thuế TNDN từ hoạt động kinh doanh chính > Thuế suất thuế TNDN,Thuế suất thuế TNDN,20%,22%,0.2,0.22
Chi phí thuế thu nhập doanh nghiệp hiện hành,Thuế TNDN từ hoạt động kinh doanh chính > Chi phí thuế thu nhập doanh nghiệp hiện hành,Chi phí thuế thu nhập doanh nghiệp hiện hành,28.502.673.222,33.499.399.393,28502673222.0,33499399393.0
Các khoản điều chỉnh chi phí thuế TNDN của các năm trước tăng thuế TNDN phải nộp năm nay,Thuế TNDN từ hoạt động kinh doanh chính > Các khoản điều chỉnh chi phí thuế TNDN của các năm trước tăng thuế TNDN phải nộp năm nay,Các khoản điều chỉnh chi phí thuế TNDN của các năm trước tăng thuế TNDN phải nộp năm nay,2.716.274.919,222.650.608,2716274919.0,222650608.0
Thuế thu nhập doanh nghiệp phải nộp đầu năm,Thuế TNDN từ hoạt động kinh doanh chính > Thuế thu nhập doanh nghiệp phải nộp đầu năm,Thuế thu nhập doanh nghiệp phải nộp đầu năm,4.499.399.393,23.726.493.271,4499399393.0,23726493271.0
Thuế thu nhập doanh nghiệp đã nộp trong năm,Thuế TNDN từ hoạt động kinh doanh chính > Thuế thu nhập doanh nghiệp đã nộp trong năm,Thuế thu nhập doanh nghiệp đã nộp trong năm,(28.799.399.393),(52.949.143.879),-28799399393.0,-52949143879.0
Thuế TNDN phải nộp cuối năm,Thuế TNDN từ hoạt động kinh doanh chính > Thuế TNDN phải nộp cuối năm,Thuế TNDN phải nộp cuối năm,6.918.948.141,4.499.399.393,6918948141.0,4499399393.0
