row_label_raw,row_label_full,col_0,col_1,01/01/2016 > Giá trịVND,01/01/2016 > Số có khả năng trả nợVND,Trong năm > TăngVND,Trong năm > GiảmVND,31/12/2016 > Giá trịVND,31/12/2016 > Số có khả năng trả nợVND,numeric__col_1,numeric__01/01/2016 > Giá trịVND,numeric__01/01/2016 > Số có khả năng trả nợVND,numeric__Trong năm > TăngVND,numeric__Trong năm > GiảmVND,numeric__31/12/2016 > Giá trịVND,numeric__31/12/2016 > Số có khả năng trả nợVND
a),a),a),Vay ngắn hạn,,,,,,,,,,,,,
a),a) > a),a),Ngân hàng TNHH CTBC - Chi nhánh Hồ Chí Minh (1),-,-,96.070.367.292,52.850.922.575,43.219.444.717,43.219.444.717,,,,96070367292.0,52850922575.0,43219444717.0,43219444717.0
a),a) > a),a),Ngân hàng TMCP Đầu tư phát triển Việt Nam - Sở giao dịch,-,-,100.000.660.000,100.000.660.000,-,-,,,,100000660000.0,100000660000.0,,
a),a) > a),a),Ngân hàng TMCP Công thương Việt Nam - CN Hà Nội (2),-,-,1.198.200.000.000,120.000.000.000,1.078.200.000.000,1.078.200.000.000,,,,1198200000000.0,120000000000.0,1078200000000.0,1078200000000.0
a),a) > a),a),Ngân hàng TMCP Quốc tế - Chi nhánh Ba Đình (3),-,-,49.320.351.661,18.206.430.855,31.113.920.806,31.113.920.806,,,,49320351661.0,18206430855.0,31113920806.0,31113920806.0
a),a) > a),a),Vay ngắn hạn Công ty Cổ phần Chứng khoán IB,-,-,19.925.295.679,19.925.295.679,-,-,,,,19925295679.0,19925295679.0,,
a),a) > a),a),Vay ngắn hạn Công ty Cổ phần Chứng khoán VNDirect,-,-,13.544.234.646,13.544.234.646,-,-,,,,13544234646.0,13544234646.0,,
a),a) > a),a),Vay ngắn hạn Công ty Cổ phần Chứng khoán MB,-,-,31.879.199.973,31.879.199.973,-,-,,,,31879199973.0,31879199973.0,,
,,,,-,-,1.508.940.109.251,356.406.743.728,1.152.533.365.523,1.152.533.365.523,,,,1508940109251.0,356406743728.0,1152533365523.0,1152533365523.0
b),b),b),Vay dài hạn,,,,,,,,,,,,,
b),b) > b),b),Trái phiếu thường (4),-,-,1.793.713.636.364,-,1.793.713.636.364,1.793.713.636.364,,,,1793713636364.0,,1793713636364.0,1793713636364.0
b),b) > b),b),,-,-,1.793.713.636.364,-,1.793.713.636.364,1.793.713.636.364,,,,1793713636364.0,,1793713636364.0,1793713636364.0
b),b),b),Khoản nợ đến hạn trả trong vòng 12 tháng,-,-,-,-,-,-,,,,,,,
b),b) > b),b),Khoản nợ đến hạn trả sau 12 tháng,-,-,,,1.793.713.636.364,1.793.713.636.364,,,,,,1793713636364.0,1793713636364.0
