row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm 2016 > VND,Năm 2015 > VND,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm 2016 > VND,numeric__Năm 2015 > VND
,,,I. LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,I. LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,I. LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,I. LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,
01,01,01,Lợi nhuận trước thuế,,334.009.202.382,283.150.840.669,,,334009202382.0,283150840669.0
,,,Điều chỉnh cho các khoản,,,,,,,
02,02,02,Khấu hao tài sản cố định và bất động sản đầu tư,,31.053.806.242,32.309.246.080,,,31053806242.0,32309246080.0
03,03,03,Các khoản dự phòng,,15.709.241.706,1.780.163.275,,,15709241706.0,1780163275.0
04,04,04,"Lãi, lỗ chênh lệch tỷ giá hối doái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ",,(203.142.136),(1.558.574.765),,,-203142136.0,-1558574765.0
05,05,05,"Lãi, lỗ từ hoạt động đầu tư",,(264.286.035.064),(153.654.162.634),,,-264286035064.0,-153654162634.0
06,06,06,Chỉ phí lãi vay,,19.030.934.004,556.154.000,,,19030934004.0,556154000.0
07,07,07,Các khoản điều chỉnh khác,,-,-,,,,
08,07 > 08,08,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,,135.314.007.134,162.583.666.625,,,135314007134.0,162583666625.0
09,07 > 09,09,"Tăng, giảm các khoản phải thu",,214.271.139.612,(114.098.714.356),,,214271139612.0,-114098714356.0
10,07 > 10,10,"Tăng, giảm hàng tồn kho",,(30.917.827.848),(65.854.733.465),,,-30917827848.0,-65854733465.0
11,07 > 11,11,"Tăng, giảm các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)",,15.789.469.476,(9.501.380.392),,,15789469476.0,-9501380392.0
12,07 > 12,12,"Tăng, giảm chi phí trả trước",,(13.918.020.941),(10.292.149.385),,,-13918020941.0,-10292149385.0
13,13,13,"Tăng, giảm chứng khoán kinh doanh",,-,-,,,,
14,13 > 14,14,Tiền lãi vay đã trả,,(8.455.875.069),(556.154.000),,,-8455875069.0,-556154000.0
15,13 > 15,15,Thuế thu nhập doanh nghiệp đã nộp,,(28.799.399.393),(52.949.143.879),,,-28799399393.0,-52949143879.0
16,16,16,Tiền thu khác từ hoạt động kinh doanh,,-,-,,,,
17,16 > 17,17,Tiền chi khác cho hoạt động kinh doanh,,(31.995.525.114),(17.773.138.000),,,-31995525114.0,-17773138000.0
20,16 > 20,20,Lưu chuyển tiền thuần từ hoạt động kinh doanh,,251.287.967.857,(108.441.746.852),,,251287967857.0,-108441746852.0
,,,II. LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,
21,16 > 21,21,"Tiền chi để mua sắm, xây dựng tài sản cố định và các tài sản dài hạn khác",,(75.048.218.349),(95.370.629.264),,,-75048218349.0,-95370629264.0
22,16 > 22,22,"Tiền thu từ thanh lý, nhượng bán tài sản cố định và các tài sản dài hạn khác",,35.001.600,-,,,35001600.0,
23,16 > 23,23,"Tiền chi cho vay, mua các công cụ nợ của đơn vị khác",,(563.274.115.123),(277.482.014.011),,,-563274115123.0,-277482014011.0
24,16 > 24,24,"Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",,798.112.526.600,75.879.115.073,,,798112526600.0,75879115073.0
25,16 > 25,25,Tiền chi đầu tư góp vốn vào đơn vị khác,,(1.668.472.430.630),-,,,-1668472430630.0,
26,16 > 26,26,Tiền thu hồi đầu tư góp vốn vào đơn vị khác,,74.175.835.400,-,,,74175835400.0,
27,16 > 27,27,"Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",,221.827.695.293,149.704.055.431,,,221827695293.0,149704055431.0
30,16 > 30,30,Lưu chuyển tiền thuần từ hoạt động đầu tư,,(1.212.643.705.209),(147.269.472.771),,,-1212643705209.0,-147269472771.0
