row_label_raw,row_label_full,col_0,Số đầu năm,Chi phí phát sinh trong năm,Kết chuyển khác,Số cuối năm,numeric__Số đầu năm,numeric__Chi phí phát sinh trong năm,numeric__Kết chuyển khác,numeric__Số cuối năm
- Công trình khách sạn DLGL Hotel Pleiku,- Công trình khách sạn DLGL Hotel Pleiku,- Công trình khách sạn DLGL Hotel Pleiku,30.480.950.173,131.268.820,-,30.612.218.993,30480950173.0,131268820.0,,30612218993.0
- Chi phí sửa chữa đột xuất tuyến đường thuộc Quốc lộ 14,- Chi phí sửa chữa đột xuất tuyến đường thuộc Quốc lộ 14,- Chi phí sửa chữa đột xuất tuyến đường thuộc Quốc lộ 14,-,6.600.436.349,-,6.600.436.349,,6600436349.0,,6600436349.0
- Các công trình khác,- Các công trình khác,- Các công trình khác,1.955.486.393,1.892.756.313,(200.000.000),3.648.242.706,1955486393.0,1892756313.0,-200000000.0,3648242706.0
Cộng,Cộng,Cộng,32.436.436.566,8.624.461.482,(200.000.000),40.860.898.048,32436436566.0,8624461482.0,-200000000.0,40860898048.0
